iter	Passed	Remaining
2350	400914	1304378
2351	401086	1304213
2352	401251	1304024
2353	401422	1303855
2354	401591	1303679
2355	401772	1303542
2356	401938	1303356
2357	402111	1303196
2358	402280	1303021
2359	402459	1302878
2360	402633	1302718
2361	402806	1302554
2362	402975	1302381
2363	403153	1302232
2364	403339	1302112
2365	403510	1301944
2366	403683	1301781
2367	403854	1301613
2368	404023	1301437
2369	404197	1301276
2370	404376	1301134
2371	404548	1300968
2372	404716	1300787
2373	404878	1300592
2374	405042	1300400
2375	405205	1300204
2376	405367	1300007
2377	405532	1299819
2378	405704	1299651
2379	405877	1299488
2380	406043	1299305
2381	406217	1299146
2382	406389	1298979
2383	406554	1298790
2384	406726	1298624
2385	406896	1298453
2386	407068	1298288
2387	407243	1298131
2388	407413	1297959
2389	407579	1297772
2390	407744	1297585
2391	407913	1297411
2392	408089	1297256
2393	408263	1297098
2394	408432	1296922
2395	408601	1296745
2396	408769	1296567
2397	408934	1296381
2398	409101	1296197
2399	409271	1296027
2400	409444	1295863
2401	409615	1295694
2402	409790	1295537
2403	409967	1295387
2404	410144	1295237
2405	410314	1295066
2406	410485	1294897
2407	410656	1294728
2408	410831	1294570
2409	411000	1294396
2410	411175	1294237
2411	411347	1294074
2412	411523	1293920
2413	411698	1293763
2414	411975	1293926
2415	412146	1293757
2416	412334	1293640
2417	412512	1293494
2418	412690	1293347
2419	412863	1293182
2420	413036	1293019
2421	413212	1292868
2422	413384	1292701
2423	413560	1292546
2424	413743	1292416
2425	413932	1292301
2426	414124	1292197
2427	414312	1292083
2428	414493	1291944
2429	414672	1291797
2430	414843	1291630
2431	415013	1291455
2432	415187	1291295
2433	415361	1291136
2434	415528	1290954
2435	415695	1290771
2436	415859	1290582
2437	416025	1290396
2438	416187	1290199
2439	416354	1290017
2440	416517	1289822
2441	416684	1289641
2442	416860	1289485
2443	417031	1289317
2444	417203	1289150
2445	417371	1288972
2446	417533	1288774
2447	417697	1288584
2448	417862	1288396
2449	418029	1288212
2450	418192	1288017
2451	418355	1287826
2452	418521	1287640
2453	418687	1287456
2454	418852	1287267
2455	419019	1287086
2456	419187	1286907
2457	419351	1286716
2458	419514	1286521
2459	419681	1286341
2460	419845	1286149
2461	420011	1285965
2462	420176	1285778
2463	420338	1285580
2464	420501	1285387
2465	420665	1285197
2466	420831	1285011
2467	420994	1284817
2468	421158	1284628
2469	421323	1284439
2470	421486	1284246
2471	421648	1284049
2472	421815	1283868
2473	421980	1283679
2474	422143	1283485
2475	422306	1283294
2476	422471	1283105
2477	422632	1282906
2478	422795	1282711
2479	422960	1282525
2480	423124	1282335
2481	423288	1282145
2482	423454	1281960
2483	423617	1281766
2484	423779	1281571
2485	423945	1281385
2486	424109	1281195
2487	424272	1281002
2488	424438	1280819
2489	424603	1280632
2490	424768	1280444
2491	424935	1280264
2492	425099	1280073
2493	425262	1279879
2494	425426	1279689
2495	425592	1279505
2496	425753	1279307
2497	425923	1279135
2498	426085	1278939
2499	426251	1278755
2500	426417	1278570
2501	426581	1278381
2502	426744	1278187
2503	426910	1278003
2504	427082	1277837
2505	427248	1277652
2506	427414	1277468
2507	427577	1277276
2508	427740	1277083
2509	427911	1276915
2510	428083	1276747
2511	428258	1276591
2512	428434	1276438
2513	428605	1276270
2514	428772	1276089
2515	428939	1275906
2516	429111	1275742
2517	429282	1275571
2518	429454	1275406
2519	429625	1275238
2520	429796	1275068
2521	429963	1274886
2522	430126	1274695
2523	430291	1274508
2524	430458	1274327
2525	430628	1274154
2526	430793	1273969
2527	430958	1273783
2528	431121	1273588
2529	431284	1273396
2530	431451	1273215
2531	431616	1273031
2532	431784	1272851
2533	431948	1272662
2534	432113	1272475
2535	432278	1272290
2536	432446	1272111
2537	432609	1271918
2538	432773	1271730
2539	432939	1271547
2540	433103	1271356
2541	433269	1271172
2542	433444	1271015
2543	433645	1270936
2544	433819	1270775
2545	433995	1270620
2546	434179	1270490
2547	434361	1270354
2548	434536	1270197
2549	434699	1270004
2550	434867	1269826
2551	435044	1269674
2552	435214	1269502
2553	435382	1269325
2554	435547	1269139
2555	435719	1268973
2556	435887	1268794
2557	436057	1268624
2558	436226	1268448
2559	436397	1268280
2560	436564	1268098
2561	436729	1267914
2562	436896	1267733
2563	437059	1267540
2564	437225	1267357
2565	437394	1267182
2566	437557	1266990
2567	437724	1266810
2568	437893	1266635
2569	438063	1266464
2570	438228	1266276
2571	438392	1266089
2572	438564	1265923
2573	438735	1265753
2574	438903	1265576
2575	439069	1265393
2576	439240	1265223
2577	439415	1265066
2578	439604	1264948
2579	439775	1264780
2580	439938	1264590
2581	440106	1264412
2582	440280	1264249
2583	440449	1264076
2584	440621	1263911
2585	440797	1263757
2586	440980	1263620
2587	441155	1263465
2588	441332	1263312
2589	441504	1263146
2590	441676	1262981
2591	441851	1262823
2592	442027	1262668
2593	442196	1262492
2594	442372	1262337
2595	442545	1262174
2596	442725	1262030
2597	442902	1261880
2598	443076	1261718
2599	443246	1261546
2600	443416	1261375
2601	443589	1261211
2602	443781	1261104
2603	443946	1260916
2604	444111	1260731
2605	444283	1260564
2606	444457	1260405
2607	444631	1260243
2608	444799	1260065
2609	444968	1259890
2610	445139	1259724
2611	445319	1259577
2612	445492	1259415
2613	445669	1259262
2614	445843	1259104
2615	446014	1258933
2616	446182	1258756
2617	446355	1258594
2618	446527	1258426
2619	446695	1258250
2620	446865	1258076
2621	447038	1257914
2622	447209	1257745
2623	447385	1257588
2624	447555	1257418
2625	447730	1257259
2626	447902	1257092
2627	448071	1256920
2628	448242	1256748
2629	448416	1256589
2630	448590	1256427
2631	448759	1256254
2632	448931	1256086
2633	449099	1255909
2634	449266	1255728
2635	449433	1255548
2636	449600	1255369
2637	449767	1255190
2638	449930	1254998
2639	450095	1254811
2640	450263	1254633
2641	450434	1254466
2642	450604	1254293
2643	450779	1254134
2644	450947	1253958
2645	451114	1253777
2646	451284	1253605
2647	451447	1253414
2648	451616	1253241
2649	451785	1253066
2650	451954	1252891
2651	452122	1252713
2652	452293	1252543
2653	452457	1252355
2654	452625	1252179
2655	452796	1252009
2656	452966	1251838
2657	453135	1251662
2658	453304	1251487
2659	453483	1251341
2660	453652	1251166
2661	453822	1250996
2662	453989	1250814
2663	454164	1250658
2664	454335	1250487
2665	454507	1250322
2666	454676	1250146
2667	454846	1249976
2668	455016	1249803
2669	455204	1249680
2670	455371	1249501
2671	455542	1249331
2672	455705	1249141
2673	455876	1248973
2674	456055	1248825
2675	456222	1248644
2676	456389	1248465
2677	456552	1248275
2678	456715	1248082
2679	456882	1247901
2680	457051	1247728
2681	457220	1247554
2682	457389	1247379
2683	457560	1247211
2684	457745	1247078
2685	457925	1246934
2686	458101	1246780
2687	458268	1246600
2688	458443	1246442
2689	458619	1246286
2690	458785	1246102
2691	458959	1245941
2692	459128	1245767
2693	459301	1245604
2694	459467	1245421
2695	459642	1245263
2696	459810	1245085
2697	459975	1244899
2698	460138	1244708
2699	460312	1244547
2700	460484	1244382
2701	460662	1244231
2702	460847	1244099
2703	461024	1243948
2704	461197	1243784
2705	461371	1243623
2706	461547	1243467
2707	461726	1243318
2708	461897	1243151
2709	462074	1242996
2710	462246	1242831
2711	462412	1242648
2712	462576	1242460
2713	462739	1242270
2714	462904	1242084
2715	463067	1241894
2716	463230	1241704
2717	463400	1241531
2718	463563	1241340
2719	463732	1241165
2720	463896	1240979
2721	464066	1240805
2722	464229	1240617
2723	464394	1240430
2724	464568	1240269
2725	464735	1240090
2726	464898	1239900
2727	465064	1239716
2728	465229	1239532
2729	465395	1239350
2730	465560	1239165
2731	465732	1238998
2732	465895	1238809
2733	466058	1238617
2734	466222	1238431
2735	466389	1238250
2736	466554	1238066
2737	466716	1237872
2738	466883	1237693
2739	467047	1237506
2740	467212	1237320
2741	467386	1237159
2742	467553	1236980
2743	467723	1236808
2744	467892	1236635
2745	468061	1236459
2746	468233	1236293
2747	468400	1236113
2748	468564	1235926
2749	468725	1235731
2750	468887	1235538
2751	469053	1235355
2752	469218	1235171
2753	469384	1234988
2754	469556	1234822
2755	469718	1234631
2756	469884	1234448
2757	470055	1234280
2758	470222	1234099
2759	470392	1233928
2760	470560	1233752
2761	470728	1233573
2762	470901	1233411
2763	471074	1233247
2764	471251	1233094
2765	471422	1232924
2766	471601	1232777
2767	471774	1232613
2768	471945	1232444
2769	472141	1232341
2770	472307	1232158
2771	472472	1231974
2772	472637	1231789
2773	472806	1231615
2774	472973	1231435
2775	473140	1231255
2776	473309	1231082
2777	473477	1230904
2778	473645	1230728
2779	473811	1230546
2780	473982	1230376
2781	474147	1230191
2782	474314	1230013
2783	474488	1229851
2784	474663	1229693
2785	474835	1229528
2786	475006	1229358
2787	475176	1229187
2788	475353	1229034
2789	475536	1228895
2790	475717	1228753
2791	475888	1228583
2792	476062	1228422
2793	476238	1228265
2794	476415	1228111
2795	476586	1227943
2796	476758	1227777
2797	476931	1227613
2798	477098	1227433
2799	477268	1227261
2800	477434	1227078
2801	477602	1226902
2802	477768	1226720
2803	477932	1226533
2804	478094	1226342
2805	478260	1226159
2806	478426	1225977
2807	478588	1225787
2808	478753	1225602
2809	478918	1225417
2810	479085	1225239
2811	479253	1225061
2812	479417	1224876
2813	479586	1224701
2814	479751	1224517
2815	479917	1224334
2816	480087	1224162
2817	480259	1223997
2818	480441	1223855
2819	480610	1223682
2820	480777	1223502
2821	480942	1223318
2822	481106	1223132
2823	481273	1222953
2824	481438	1222767
2825	481608	1222595
2826	481775	1222419
2827	481948	1222253
2828	482119	1222086
2829	482299	1221938
2830	482475	1221781
2831	482649	1221621
2832	482824	1221462
2833	482998	1221301
2834	483169	1221130
2835	483344	1220972
2836	483517	1220809
2837	483695	1220656
2838	483875	1220510
2839	484052	1220358
2840	484227	1220199
2841	484403	1220041
2842	484582	1219893
2843	484757	1219734
2844	484933	1219578
2845	485109	1219420
2846	485283	1219260
2847	485455	1219093
2848	485626	1218923
2849	485792	1218741
2850	485956	1218556
2851	486125	1218381
2852	486298	1218218
2853	486471	1218053
2854	486642	1217883
2855	486805	1217696
2856	486972	1217515
2857	487148	1217359
2858	487322	1217198
2859	487516	1217086
2860	487709	1216972
2861	487884	1216813
2862	488055	1216642
2863	488223	1216468
2864	488395	1216299
2865	488577	1216160
2866	488757	1216011
2867	488964	1215931
2868	489149	1215797
2869	489322	1215634
2870	489493	1215465
2871	489660	1215285
2872	489830	1215113
2873	490004	1214952
2874	490180	1214794
2875	490361	1214649
2876	490528	1214471
2877	490691	1214282
2878	490854	1214093
2879	491021	1213915
2880	491187	1213732
2881	491350	1213544
2882	491515	1213358
2883	491681	1213177
2884	491846	1212994
2885	492012	1212812
2886	492177	1212628
2887	492347	1212457
2888	492513	1212274
2889	492681	1212099
2890	492846	1211913
2891	493012	1211732
2892	493177	1211550
2893	493344	1211370
2894	493508	1211184
2895	493673	1211000
2896	493839	1210818
2897	494004	1210635
2898	494166	1210444
2899	494329	1210256
2900	494502	1210091
2901	494668	1209909
2902	494831	1209720
2903	494999	1209544
2904	495164	1209359
2905	495331	1209181
2906	495496	1208997
2907	495660	1208812
2908	495827	1208631
2909	495993	1208451
2910	496156	1208261
2911	496320	1208077
2912	496486	1207894
2913	496649	1207707
2914	496814	1207522
2915	496981	1207343
2916	497145	1207159
2917	497310	1206974
2918	497478	1206799
2919	497651	1206635
2920	497820	1206461
2921	497995	1206300
2922	498164	1206128
2923	498334	1205956
2924	498508	1205793
2925	498693	1205657
2926	498882	1205533
2927	499062	1205385
2928	499244	1205242
2929	499420	1205086
2930	499591	1204918
2931	499770	1204766
2932	499946	1204610
2933	500110	1204423
2934	500276	1204243
2935	500446	1204072
2936	500612	1203891
2937	500783	1203720
2938	500960	1203567
2939	501141	1203420
2940	501315	1203259
2941	501483	1203082
2942	501654	1202913
2943	501820	1202733
2944	501983	1202545
2945	502147	1202357
2946	502315	1202181
2947	502487	1202014
2948	502662	1201856
2949	502833	1201686
2950	503001	1201509
2951	503175	1201347
2952	503347	1201181
2953	503519	1201015
2954	503688	1200841
2955	503862	1200679
2956	504037	1200518
2957	504206	1200346
2958	504371	1200161
2959	504534	1199975
2960	504698	1199787
2961	504862	1199601
2962	505030	1199425
2963	505197	1199247
2964	505369	1199081
2965	505545	1198923
2966	505716	1198753
2967	505884	1198578
2968	506054	1198406
2969	506228	1198245
2970	506403	1198085
2971	506574	1197916
2972	506744	1197744
2973	506913	1197570
2974	507087	1197407
2975	507265	1197256
2976	507439	1197094
2977	507605	1196912
2978	507772	1196733
2979	507941	1196559
2980	508106	1196377
2981	508272	1196196
2982	508435	1196007
2983	508601	1195828
2984	508769	1195651
2985	508933	1195465
2986	509096	1195276
2987	509262	1195095
2988	509427	1194912
2989	509590	1194726
2990	509757	1194548
2991	509923	1194366
2992	510087	1194180
2993	510256	1194007
2994	510420	1193820
2995	510586	1193640
2996	510748	1193450
2997	510912	1193264
2998	511074	1193074
2999	511237	1192886
3000	511408	1192718
3001	511570	1192528
3002	511734	1192343
3003	511899	1192159
3004	512061	1191970
3005	512225	1191784
3006	512391	1191604
3007	512558	1191425
3008	512724	1191245
3009	512894	1191073
3010	513058	1190888
3011	513222	1190703
3012	513386	1190517
3013	513550	1190332
3014	513718	1190157
3015	513884	1189976
3016	514047	1189788
3017	514209	1189599
3018	514373	1189414
3019	514550	1189259
3020	514725	1189099
3021	514898	1188934
3022	515072	1188771
3023	515246	1188611
3024	515421	1188452
3025	515597	1188292
3026	515767	1188122
3027	515941	1187960
3028	516108	1187782
3029	516277	1187609
3030	516452	1187449
3031	516625	1187284
3032	516794	1187111
3033	516967	1186947
3034	517141	1186784
3035	517317	1186626
3036	517489	1186459
3037	517659	1186287
3038	517833	1186127
3039	518002	1185954
3040	518166	1185768
3041	518332	1185587
3042	518498	1185407
3043	518666	1185231
3044	518839	1185065
3045	519041	1184968
3046	519216	1184808
3047	519400	1184668
3048	519581	1184523
3049	519758	1184366
3050	519933	1184208
3051	520109	1184049
3052	520277	1183874
3053	520451	1183711
3054	520618	1183533
3055	520786	1183357
3056	520951	1183175
3057	521120	1183001
3058	521288	1182825
3059	521452	1182639
3060	521614	1182451
3061	521780	1182271
3062	521949	1182097
3063	522118	1181923
3064	522282	1181739
3065	522446	1181552
3066	522609	1181367
3067	522776	1181188
3068	522941	1181005
3069	523106	1180823
3070	523272	1180643
3071	523439	1180466
3072	523604	1180283
3073	523771	1180105
3074	523942	1179934
3075	524120	1179782
3076	524289	1179608
3077	524461	1179441
3078	524629	1179266
3079	524801	1179099
3080	524971	1178929
3081	525147	1178771
3082	525325	1178616
3083	525496	1178448
3084	525662	1178267
3085	525827	1178084
3086	525995	1177909
3087	526162	1177730
3088	526331	1177558
3089	526497	1177377
3090	526664	1177200
3091	526830	1177018
3092	527001	1176850
3093	527178	1176694
3094	527348	1176524
3095	527518	1176353
3096	527692	1176191
3097	527864	1176023
3098	528037	1175859
3099	528208	1175690
3100	528372	1175505
3101	528539	1175326
3102	528706	1175149
3103	528881	1174989
3104	529057	1174830
3105	529227	1174660
3106	529401	1174496
3107	529583	1174354
3108	529758	1174193
3109	529929	1174024
3110	530100	1173855
3111	530284	1173714
3112	530475	1173589
3113	530646	1173421
3114	530811	1173239
3115	530977	1173058
3116	531141	1172874
3117	531304	1172687
3118	531468	1172502
3119	531633	1172320
3120	531796	1172132
3121	531960	1171948
3122	532128	1171774
3123	532296	1171596
3124	532463	1171418
3125	532627	1171235
3126	532795	1171059
3127	532958	1170873
3128	533121	1170687
3129	533285	1170500
3130	533448	1170314
3131	533611	1170128
3132	533772	1169938
3133	533938	1169757
3134	534104	1169579
3135	534269	1169395
3136	534433	1169212
3137	534598	1169028
3138	534759	1168839
3139	534924	1168657
3140	535089	1168474
3141	535251	1168286
3142	535414	1168100
3143	535580	1167918
3144	535746	1167740
3145	535914	1167565
3146	536077	1167379
3147	536242	1167195
3148	536405	1167010
3149	536571	1166829
3150	536736	1166648
3151	536900	1166464
3152	537065	1166282
3153	537228	1166096
3154	537394	1165916
3155	537559	1165733
3156	537724	1165551
3157	537889	1165371
3158	538053	1165185
3159	538215	1164997
3160	538378	1164812
3161	538541	1164625
3162	538709	1164450
3163	538874	1164269
3164	539037	1164083
3165	539200	1163897
3166	539365	1163714
3167	539527	1163526
3168	539693	1163346
3169	539862	1163173
3170	540032	1163002
3171	540196	1162819
3172	540357	1162629
3173	540523	1162449
3174	540686	1162262
3175	540851	1162080
3176	541013	1161893
3177	541176	1161706
3178	541342	1161527
3179	541507	1161347
3180	541669	1161159
3181	541836	1160980
3182	541999	1160795
3183	542165	1160614
3184	542331	1160435
3185	542496	1160254
3186	542659	1160069
3187	542823	1159886
3188	542986	1159698
3189	543149	1159514
3190	543316	1159337
3191	543481	1159155
3192	543644	1158969
3193	543811	1158791
3194	543973	1158604
3195	544135	1158417
3196	544301	1158236
3197	544464	1158050
3198	544630	1157872
3199	544797	1157694
3200	544960	1157509
3201	545125	1157328
3202	545289	1157144
3203	545454	1156963
3204	545617	1156776
3205	545778	1156587
3206	545946	1156412
3207	546110	1156229
3208	546273	1156044
3209	546445	1155876
3210	546620	1155717
3211	546787	1155538
3212	546954	1155362
3213	547125	1155193
3214	547289	1155010
3215	547453	1154826
3216	547618	1154646
3217	547821	1154544
3218	548130	1154667
3219	548450	1154812
3220	548619	1154638
3221	548784	1154457
3222	548950	1154277
3223	549119	1154104
3224	549283	1153920
3225	549453	1153751
3226	549617	1153565
3227	549781	1153383
3228	549945	1153199
3229	550112	1153021
3230	550275	1152837
3231	550439	1152653
3232	550601	1152465
3233	550767	1152286
3234	550938	1152118
3235	551105	1151940
3236	551267	1151752
3237	551431	1151568
3238	551598	1151391
3239	551765	1151213
3240	551933	1151039
3241	552098	1150858
3242	552267	1150684
3243	552449	1150539
3244	552614	1150357
3245	552778	1150173
3246	552943	1149992
3247	553110	1149815
3248	553281	1149647
3249	553452	1149478
3250	553615	1149292
3251	553778	1149107
3252	553948	1148936
3253	554120	1148770
3254	554291	1148600
3255	554460	1148427
3256	554627	1148250
3257	554792	1148069
3258	554957	1147888
3259	555121	1147705
3260	555292	1147537
3261	555460	1147362
3262	555624	1147178
3263	555786	1146991
3264	555949	1146804
3265	556118	1146632
3266	556286	1146458
3267	556454	1146282
3268	556621	1146105
3269	556789	1145930
3270	556955	1145752
3271	557123	1145576
3272	557290	1145399
3273	557457	1145222
3274	557631	1145060
3275	557799	1144884
3276	557964	1144703
3277	558136	1144536
3278	558311	1144377
3279	558482	1144208
3280	558649	1144030
3281	558818	1143858
3282	558984	1143678
3283	559152	1143503
3284	559320	1143329
3285	559483	1143143
3286	559648	1142962
3287	559813	1142782
3288	559978	1142600
3289	560142	1142418
3290	560306	1142234
3291	560468	1142048
3292	560634	1141870
3293	560801	1141691
3294	560966	1141510
3295	561130	1141328
3296	561296	1141148
3297	561460	1140967
3298	561627	1140789
3299	561792	1140609
3300	561955	1140423
3301	562118	1140239
3302	562284	1140061
3303	562454	1139888
3304	562617	1139704
3305	562783	1139526
3306	562948	1139344
3307	563113	1139164
3308	563280	1138986
3309	563449	1138815
3310	563614	1138633
3311	563778	1138451
3312	563942	1138268
3313	564106	1138085
3314	564269	1137901
3315	564431	1137714
3316	564593	1137526
3317	564758	1137346
3318	564922	1137164
3319	565086	1136982
3320	565251	1136801
3321	565417	1136621
3322	565582	1136440
3323	565751	1136267
3324	565913	1136082
3325	566075	1135895
3326	566239	1135711
3327	566404	1135531
3328	566569	1135350
3329	566732	1135167
3330	566898	1134988
3331	567061	1134803
3332	567226	1134622
3333	567391	1134442
3334	567554	1134258
3335	567717	1134073
3336	567879	1133887
3337	568045	1133708
3338	568208	1133523
3339	568370	1133337
3340	568535	1133156
3341	568700	1132977
3342	568869	1132804
3343	569033	1132622
3344	569197	1132438
3345	569363	1132259
3346	569525	1132075
3347	569693	1131900
3348	569866	1131736
3349	570031	1131555
3350	570198	1131378
3351	570363	1131198
3352	570528	1131016
3353	570691	1130833
3354	570855	1130652
3355	571021	1130473
3356	571187	1130294
3357	571351	1130111
3358	571516	1129932
3359	571680	1129750
3360	571849	1129576
3361	572011	1129391
3362	572175	1129209
3363	572340	1129028
3364	572508	1128853
3365	572672	1128671
3366	572835	1128487
3367	572998	1128303
3368	573166	1128128
3369	573332	1127950
3370	573494	1127764
3371	573656	1127578
3372	573821	1127398
3373	573985	1127216
3374	574147	1127031
3375	574312	1126849
3376	574476	1126668
3377	574640	1126485
3378	574811	1126318
3379	574976	1126136
3380	575139	1125953
3381	575306	1125777
3382	575476	1125607
3383	575641	1125426
3384	575808	1125249
3385	575971	1125067
3386	576134	1124882
3387	576303	1124710
3388	576466	1124527
3389	576631	1124347
3390	576799	1124172
3391	576965	1123993
3392	577129	1123811
3393	577295	1123633
3394	577461	1123456
3395	577627	1123277
3396	577792	1123098
3397	577960	1122923
3398	578123	1122739
3399	578290	1122564
3400	578456	1122386
3401	578621	1122206
3402	578787	1122027
3403	578952	1121848
3404	579118	1121670
3405	579288	1121499
3406	579459	1121332
3407	579625	1121154
3408	579794	1120981
3409	579963	1120809
3410	580132	1120637
3411	580297	1120456
3412	580466	1120284
3413	580632	1120107
3414	580804	1119940
3415	580971	1119765
3416	581145	1119601
3417	581319	1119439
3418	581497	1119284
3419	581679	1119136
3420	581870	1119008
3421	582053	1118863
3422	582237	1118719
3423	582413	1118560
3424	582616	1118454
3425	582797	1118304
3426	582974	1118146
3427	583160	1118008
3428	583344	1117863
3429	583527	1117719
3430	583702	1117558
3431	583880	1117403
3432	584053	1117238
3433	584228	1117077
3434	584406	1116921
3435	584579	1116757
3436	584752	1116593
3437	584932	1116442
3438	585107	1116280
3439	585278	1116112
3440	585451	1115947
3441	585617	1115769
3442	585785	1115595
3443	585957	1115429
3444	586134	1115270
3445	586311	1115114
3446	586486	1114954
3447	586659	1114789
3448	586826	1114613
3449	586991	1114433
3450	587166	1114272
3451	587332	1114093
3452	587501	1113922
3453	587665	1113740
3454	587831	1113561
3455	587995	1113379
3456	588166	1113212
3457	588330	1113030
3458	588498	1112856
3459	588668	1112685
3460	588833	1112505
3461	588999	1112327
3462	589165	1112150
3463	589330	1111970
3464	589495	1111789
3465	589661	1111613
3466	589829	1111437
3467	589998	1111266
3468	590163	1111085
3469	590338	1110925
3470	590519	1110775
3471	590692	1110611
3472	590858	1110433
3473	591028	1110262
3474	591196	1110088
3475	591364	1109914
3476	591534	1109744
3477	591698	1109562
3478	591865	1109386
3479	592033	1109211
3480	592201	1109038
3481	592370	1108866
3482	592540	1108695
3483	592713	1108529
3484	592886	1108365
3485	593054	1108191
3486	593223	1108019
3487	593402	1107865
3488	593569	1107691
3489	593738	1107517
3490	593904	1107340
3491	594070	1107161
3492	594236	1106984
3493	594407	1106816
3494	594578	1106647
3495	594745	1106472
3496	594911	1106294
3497	595080	1106121
3498	595254	1105959
3499	595431	1105800
3500	595609	1105645
3501	595786	1105488
3502	595975	1105353
3503	596157	1105204
3504	596331	1105042
3505	596507	1104883
3506	596680	1104717
3507	596854	1104554
3508	597026	1104387
3509	597204	1104233
3510	597380	1104073
3511	597560	1103922
3512	597739	1103767
3513	597924	1103624
3514	598097	1103459
3515	598276	1103306
3516	598458	1103158
3517	598648	1103024
3518	598832	1102880
3519	599008	1102719
3520	599201	1102592
3521	599393	1102461
3522	599583	1102328
3523	599758	1102167
3524	599928	1101996
3525	600096	1101821
3526	600268	1101654
3527	600442	1101491
3528	600621	1101338
3529	600791	1101167
3530	600961	1100997
3531	601128	1100821
3532	601308	1100667
3533	601486	1100513
3534	601660	1100349
3535	601834	1100185
3536	602009	1100024
3537	602183	1099861
3538	602364	1099710
3539	602571	1099608
3540	602747	1099449
3541	602921	1099284
3542	603090	1099111
3543	603263	1098946
3544	603430	1098771
3545	603597	1098594
3546	603764	1098418
3547	603928	1098237
3548	604098	1098067
3549	604267	1097894
3550	604441	1097730
3551	604613	1097563
3552	604794	1097414
3553	604985	1097280
3554	605165	1097128
3555	605336	1096960
3556	605514	1096804
3557	605692	1096646
3558	605865	1096481
3559	606038	1096317
3560	606206	1096142
3561	606373	1095965
3562	606543	1095796
3563	606715	1095628
3564	606890	1095466
3565	607059	1095294
3566	607229	1095124
3567	607398	1094951
3568	607564	1094773
3569	607731	1094598
3570	607896	1094417
3571	608071	1094256
3572	608246	1094094
3573	608418	1093927
3574	608595	1093769
3575	608774	1093614
3576	608956	1093465
3577	609139	1093318
3578	609315	1093157
3579	609488	1092992
3580	609660	1092825
3581	609834	1092661
3582	610005	1092494
3583	610177	1092327
3584	610346	1092154
3585	610511	1091974
3586	610682	1091806
3587	610850	1091630
3588	611015	1091452
3589	611185	1091280
3590	611359	1091118
3591	611531	1090949
3592	611703	1090783
3593	611875	1090615
3594	612048	1090450
3595	612217	1090278
3596	612389	1090110
3597	612560	1089942
3598	612732	1089775
3599	612903	1089606
3600	613066	1089422
3601	613229	1089240
3602	613396	1089063
3603	613563	1088888
3604	613730	1088711
3605	613900	1088541
3606	614075	1088379
3607	614245	1088208
3608	614414	1088036
3609	614579	1087856
3610	614743	1087675
3611	614908	1087495
3612	615094	1087354
3613	615260	1087175
3614	615424	1086994
3615	615592	1086819
3616	615759	1086643
3617	615922	1086460
3618	616091	1086288
3619	616264	1086123
3620	616426	1085939
3621	616589	1085756
3622	616754	1085575
3623	616916	1085391
3624	617081	1085211
3625	617248	1085036
3626	617411	1084852
3627	617574	1084671
3628	617739	1084490
3629	617904	1084311
3630	618070	1084134
3631	618245	1083973
3632	618419	1083809
3633	618594	1083646
3634	618775	1083496
3635	618952	1083337
3636	619119	1083162
3637	619283	1082979
3638	619448	1082800
3639	619615	1082625
3640	619778	1082441
3641	619951	1082276
3642	620126	1082114
3643	620297	1081945
3644	620467	1081775
3645	620631	1081593
3646	620793	1081410
3647	620962	1081238
3648	621128	1081059
3649	621291	1080876
3650	621456	1080698
3651	621619	1080514
3652	621782	1080332
3653	621947	1080152
3654	622115	1079978
3655	622284	1079806
3656	622450	1079628
3657	622615	1079450
3658	622781	1079272
3659	622948	1079096
3660	623114	1078919
3661	623281	1078743
3662	623444	1078560
3663	623611	1078385
3664	623780	1078212
3665	623949	1078040
3666	624113	1077860
3667	624280	1077684
3668	624448	1077509
3669	624617	1077338
3670	624785	1077164
3671	624952	1076987
3672	625119	1076811
3673	625285	1076634
3674	625458	1076470
3675	625638	1076315
3676	625813	1076153
3677	625988	1075991
3678	626159	1075823
3679	626322	1075640
3680	626491	1075468
3681	626659	1075294
3682	626832	1075128
3683	627002	1074958
3684	627181	1074803
3685	627350	1074631
3686	627534	1074484
3687	627715	1074333
3688	627889	1074170
3689	628062	1074003
3690	628233	1073835
3691	628410	1073676
3692	628590	1073523
3693	628760	1073351
3694	628933	1073186
3695	629109	1073026
3696	629274	1072847
3697	629439	1072668
3698	629605	1072491
3699	629770	1072312
3700	629936	1072134
3701	630103	1071959
3702	630271	1071784
3703	630436	1071606
3704	630604	1071432
3705	630771	1071256
3706	630936	1071076
3707	631100	1070897
3708	631266	1070719
3709	631429	1070536
3710	631595	1070360
3711	631761	1070182
3712	631926	1070003
3713	632096	1069831
3714	632264	1069659
3715	632431	1069482
3716	632595	1069302
3717	632759	1069121
3718	632924	1068942
3719	633089	1068763
3720	633253	1068583
3721	633416	1068400
3722	633582	1068223
3723	633746	1068044
3724	633912	1067866
3725	634084	1067699
3726	634248	1067519
3727	634414	1067340
3728	634583	1067168
3729	634748	1066990
3730	634914	1066812
3731	635080	1066636
3732	635243	1066453
3733	635412	1066280
3734	635576	1066100
3735	635740	1065919
3736	635903	1065738
3737	636070	1065563
3738	636236	1065386
3739	636402	1065208
3740	636568	1065031
3741	636734	1064853
3742	636896	1064670
3743	637061	1064491
3744	637223	1064308
3745	637389	1064130
3746	637553	1063950
3747	637719	1063772
