,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
61,1,90,0.0005996227264404297,0.0004895899137254485,0.0,0.0,1,3,linear,,"{'C': 1, 'degree': 3, 'kernel': 'linear'}",1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,0.9666666666666666,0.04444444444444447,25,0.9583333333333334,1.0,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9805555555555557,0.01416394309331329
60,1,90,0.0007994174957275391,0.0003997088438569229,0.0,0.0,1000,3,sigmoid,0.001,"{'C': 1000, 'degree': 3, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,0.9666666666666666,0.04444444444444447,25,0.9583333333333334,1.0,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9805555555555557,0.01416394309331329
59,1,90,0.0007992744445800781,0.000399637606331236,0.000599813461303711,0.0004897459189101727,1,4,linear,,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,0.9666666666666666,0.04444444444444447,25,0.9583333333333334,1.0,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9805555555555557,0.01416394309331329
57,1,90,0.0005997657775878906,0.000489706714496402,0.0003996372222900391,0.0004894536442237294,1000,4,sigmoid,0.001,"{'C': 1000, 'degree': 4, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,0.9666666666666666,0.04444444444444447,25,0.9583333333333334,1.0,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9805555555555557,0.01416394309331329
56,1,90,0.0007994174957275391,0.0007476910339823571,0.0003998279571533203,0.0004896872457665585,1000,3,sigmoid,0.001,"{'C': 1000, 'degree': 3, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,0.9666666666666666,0.04444444444444447,25,0.9583333333333334,1.0,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9805555555555557,0.01416394309331329
55,1,90,0.0005997657775878906,0.0004897067377116922,0.0003996372222900391,0.0004894536906783155,1000,4,sigmoid,0.001,"{'C': 1000, 'degree': 4, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,0.9666666666666666,0.04444444444444447,25,0.9583333333333334,1.0,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9805555555555557,0.01416394309331329
69,1,90,0.000599813461303711,0.0004897456635623499,0.00039987564086914064,0.0004897456635623499,1000,5,linear,,"{'C': 1000, 'degree': 5, 'kernel': 'linear'}",1.0,0.9444444444444444,1.0,0.9444444444444444,0.8888888888888888,0.9555555555555557,0.041573970964154924,32,0.9861111111111112,1.0,0.9861111111111112,0.9861111111111112,1.0,0.9916666666666668,0.006804138174397694
68,1,90,0.000599527359008789,0.0004895121317013901,0.0003997802734375,0.0004896288395761052,1000,4,linear,,"{'C': 1000, 'degree': 4, 'kernel': 'linear'}",1.0,0.9444444444444444,1.0,0.9444444444444444,0.8888888888888888,0.9555555555555557,0.041573970964154924,32,0.9861111111111112,1.0,0.9861111111111112,0.9861111111111112,1.0,0.9916666666666668,0.006804138174397694
67,1,90,0.0005994319915771484,0.0004894341793641785,0.00039987564086914064,0.0004897456403489048,1000,3,linear,,"{'C': 1000, 'degree': 3, 'kernel': 'linear'}",1.0,0.9444444444444444,1.0,0.9444444444444444,0.8888888888888888,0.9555555555555557,0.041573970964154924,32,0.9861111111111112,1.0,0.9861111111111112,0.9861111111111112,1.0,0.9916666666666668,0.006804138174397694
16,0,30,0.00059967041015625,0.0004896289092330497,0.00019974708557128905,0.0003994941711425781,100,,rbf,0.001,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9333333333333333,0.08164965809277258,35,1.0,0.9166666666666666,0.9166666666666666,0.9583333333333334,1.0,0.9583333333333333,0.03726779962499651
38,0,30,0.0005994796752929688,0.0004894731594072343,0.0004002094268798828,0.0004901544488522248,100,4,sigmoid,0.01,"{'C': 100, 'degree': 4, 'gamma': 0.01, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9333333333333333,0.08164965809277258,35,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.875,1.0,0.9333333333333332,0.042491829279939886
46,0,30,0.0003998279571533203,0.0004896872457665585,0.00039973258972167967,0.0004895704449951435,1000,4,sigmoid,0.01,"{'C': 1000, 'degree': 4, 'gamma': 0.01, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9333333333333333,0.08164965809277258,35,0.875,0.9166666666666666,0.9166666666666666,0.8333333333333334,1.0,0.9083333333333332,0.05527707983925665
34,0,30,0.0005995750427246094,0.0004895510265804805,0.00039992332458496096,0.0004898040465379741,100,3,sigmoid,0.01,"{'C': 100, 'degree': 3, 'gamma': 0.01, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9333333333333333,0.08164965809277258,35,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.875,1.0,0.9333333333333332,0.042491829279939886
42,0,30,0.0003996849060058594,0.0004895121317013901,0.0003997802734375,0.0004896288395761052,1000,3,sigmoid,0.01,"{'C': 1000, 'degree': 3, 'gamma': 0.01, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9333333333333333,0.08164965809277258,35,0.875,0.9166666666666666,0.9166666666666666,0.8333333333333334,1.0,0.9083333333333332,0.05527707983925665
54,1,90,0.0007995128631591797,0.0003997565560003117,0.0003987789154052734,0.0004884041132428294,1000,3,sigmoid,0.01,"{'C': 1000, 'degree': 3, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.7777777777777778,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8333333333333334,0.0496903994999953,40,0.8333333333333334,0.8888888888888888,0.875,0.8194444444444444,0.8194444444444444,0.8472222222222223,0.029133579115837534
49,0,30,0.0005996227264404297,0.0004895899369462772,0.00059967041015625,0.0004896288627950879,1000,4,sigmoid,0.0001,"{'C': 1000, 'degree': 4, 'gamma': 0.0001, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8,0.12472191289246475,41,0.9583333333333334,0.8333333333333334,0.7916666666666666,0.9583333333333334,0.9166666666666666,0.8916666666666668,0.06770032003863302
45,0,30,0.00019989013671875,0.0003997802734375,0.0003997802734375,0.0004896288395761052,1000,3,sigmoid,0.0001,"{'C': 1000, 'degree': 3, 'gamma': 0.0001, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8,0.12472191289246475,41,0.9583333333333334,0.8333333333333334,0.7916666666666666,0.9583333333333334,0.9166666666666666,0.8916666666666668,0.06770032003863302
35,0,30,0.0009993553161621095,0.0006321837484840543,0.0004001617431640625,0.0004900961354546901,100,3,sigmoid,0.001,"{'C': 100, 'degree': 3, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8,0.12472191289246475,41,0.9583333333333334,0.8333333333333334,0.7916666666666666,0.9583333333333334,0.9166666666666666,0.8916666666666668,0.06770032003863302
