일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2021/02/18,"241,000","243,500","235,500","235,500",▼,"-8,000","-3.29","1,260,023","300,175","0.71","434,803","-235,501","-188,870","-191,123","-204,351","31.05"
2021/02/17,"248,000","248,000","242,500","243,500",▼,"-4,000","-1.62","871,176","212,456","0.70","238,986","-141,711","-100,937","-112,360","-211,067","31.14"
2021/02/16,"249,000","251,000","245,000","247,500", ,"0","0","1,179,084","292,576","0.70","41,102","3,503","-44,017","4,007","-901","31.19"
2021/02/15,"247,000","249,000","243,500","247,500",▲,"2,500","+1.02","916,331","225,800","0.70","49,083","5,712","-57,952","-23,114","-49,263","31.21"
2021/02/10,"239,000","246,000","235,000","245,000",▲,"8,500","+3.59","1,233,628","297,336","0.70","-152,635","32,258","122,104","122,120","64,590","31.24"
2021/02/09,"232,500","240,500","232,500","236,500",▲,"2,500","+1.07","1,391,614","330,405","0.72","-81,589","88,418","-26,697","-29,864","12,364","31.18"
2021/02/08,"238,000","240,500","228,500","234,000",▼,"-15,500","-6.21","3,212,977","754,390","0.72","55,071","-50,882","-22,889","-184,813","81,199","31.19"
2021/02/05,"249,500","250,500","243,000","249,500",▲,"1,000","+0.40","1,539,977","381,092","0.70","-104,261","2,179","174,551","122,476","106,564","31.20"
2021/02/04,"251,500","253,000","244,000","248,500",▲,"3,000","+1.22","1,907,305","474,785","0.67","9,396","-195,380","181,950","221,495","-4,669","31.12"
2021/02/03,"245,000","252,500","242,500","245,500",▲,"5,000","+2.08","2,983,093","738,904","0.67","-37,610","-12,596","50,296","83,175","-76,491","31.03"
2021/02/02,"241,500","243,500","236,000","240,500",▲,"2,000","+0.84","1,519,973","365,303","0.66","17,668","-75,937","121,598","165,445","-74,346","31.01"
2021/02/01,"229,000","238,500","224,500","238,500",▲,"9,500","+4.15","1,798,912","417,673","0.69","-67,291","119,371","-68,729","-52,186","-59,322","30.95"
2021/01/29,"242,000","242,500","227,000","229,000",▼,"-9,500","-3.98","2,663,404","617,413","0.71","162,484","-130,844","-60,737","-84,335","-331,967","30.99"
2021/01/28,"238,000","243,500","236,500","238,500",▼,"-7,000","-2.85","2,033,262","486,785","0.71","274,459","-107,635","-172,645","-197,780","-139,075","31.01"
2021/01/27,"252,000","254,500","245,000","245,500",▼,"-6,000","-2.39","2,190,994","544,355","0.72","553,125","-458,689","-4,577","-109,202","-108,893","31.10"
2021/01/26,"260,500","260,500","250,500","251,500",▼,"-8,500","-3.27","1,846,817","469,759","0.73","545,591","-386,300","-161,761","-153,733","-265,943","31.10"
2021/01/25,"253,000","262,000","251,500","260,000",▲,"3,000","+1.17","1,895,263","487,788","0.75","-118,697","-18,689","108,836","85,506","14,133","31.17"
2021/01/22,"261,000","263,000","257,000","257,000",▼,"-7,500","-2.84","2,093,127","541,877","0.75","615,472","-275,769","-357,120","-329,591","-325,389","31.12"
2021/01/21,"264,000","266,500","259,500","264,500",▲,"5,500","+2.12","2,593,509","682,783","0.74","-361,293","24,621","325,736","282,290","201,203","31.29"
2021/01/20,"271,000","277,000","254,000","259,000",▼,"-2,500","-0.96","5,305,494","1,394,729","0.75","381,792","-331,270","-55,010","-2,579","-214,562","31.14"
2021/01/19,"244,000","261,500","244,000","261,500",▲,"20,500","+8.51","4,976,690","1,272,694","0.73","-598,786","217,080","334,906","314,116","24,153","31.16"
2021/01/18,"237,500","246,500","234,000","241,000",▲,"1,000","+0.42","3,387,635","816,920","0.79","138,025","-128,791","-21,044","-58,096","-65,071","31.01"
2021/01/15,"252,000","255,000","239,000","240,000",▼,"-10,500","-4.19","3,915,078","958,824","0.78","322,102","-380,918","143,053","96,327","84,507","31.02"
2021/01/14,"251,000","255,500","248,500","250,500",▼,"-8,500","-3.28","3,389,733","853,485","0.76","394,197","-306,901","-84,414","-111,044","-168,151","30.95"
2021/01/13,"259,500","265,000","250,000","259,000",▼,"-2,000","-0.77","5,805,649","1,496,753","0.72","263,810","-319,625","60,538","10,789","-76,014","30.99"
2021/01/12,"263,500","274,500","250,500","261,000",▼,"-6,500","-2.43","8,040,182","2,106,295","0.70","489,142","-290,706","-201,744","94,697","-152,864","30.96"
2021/01/11,"256,500","289,000","256,000","267,500",▲,"21,500","+8.74","14,433,887","3,919,184","0.62","1,228,773","-582,456","-554,245","-378,584","-719,038","31.05"
2021/01/08,"240,500","257,000","225,000","246,000",▲,"40,000","+19.42","19,933,702","4,851,142","0.62","-566,161","-49,030","699,357","548,216","629,424","31.31"
2021/01/07,"206,000","210,500","204,500","206,000",▲,"3,000","+1.48","2,478,337","515,292","0.63","-36,469","72,503","62,313","-105,844","-129,340","30.99"
2021/01/06,"209,500","211,500","202,500","203,000",▼,"-6,500","-3.10","2,848,547","585,671","0.63","637,455","-408,346","-240,137","-188,678","-376,201","30.96"
2021/01/05,"207,000","213,000","205,000","209,500",▲,"2,000","+0.96","3,022,595","631,438","0.62","145,424","-135,318","-51,077","-32","-219,357","31.07"
2021/01/04,"194,000","211,000","193,500","207,500",▲,"15,500","+8.07","5,651,695","1,162,238","0.61","-842,171","1,615","1,101,846","621,528","737,312","31.09"
2020/12/30,"190,500","193,500","189,000","192,000",▲,"1,500","+0.79","1,361,340","261,408","0.61","-117,123","20,480","108,854","106,257","-4,778","30.58"
2020/12/29,"191,000","191,500","188,000","190,500",▲,"1,000","+0.53","1,488,327","282,193","0.62","433,505","-318,051","-186,906","-170,951","-216,505","30.53"
2020/12/28,"189,000","193,000","187,500","189,500",▲,"2,500","+1.34","2,410,348","458,917","0.62","-490,772","236,908","191,610","182,060","186,478","30.61"
2020/12/24,"185,000","189,000","185,000","187,000",▲,"2,000","+1.08","1,061,140","198,784","0.61","-54,434","46,767","-259,083","52,631","18,581","30.52"
2020/12/23,"183,000","188,500","183,000","185,000",▲,"1,000","+0.54","1,301,433","241,544","0.63","18,023","-49,645","33,328","-5,216","30,429","30.65"
2020/12/22,"186,000","186,500","183,000","184,000",▼,"-3,000","-1.60","1,381,697","255,079","0.64","77,123","-168,681","94,923","-9,369","-13,441","30.63"
2020/12/21,"188,500","189,000","185,000","187,000",▼,"-2,000","-1.06","1,120,752","208,923","0.66","85,545","-111,458","39,658","3,323","22,949","30.59"
2020/12/18,"191,000","191,000","189,000","189,000",▼,"-1,500","-0.79","930,831","176,497","0.67","8,187","-68,331","44,706","72,420","-40,244","30.57"
2020/12/17,"190,000","190,500","188,000","190,500",▲,"500","+0.26","974,859","184,438","0.68","20,214","-111,591","-3,213","82,058","-88,375","30.55"
2020/12/16,"190,000","193,500","189,500","190,000",▲,"1,500","+0.80","1,268,117","241,898","0.68","-27,029","-27,567","-213,801","85,998","38,201","30.55"
2020/12/15,"189,000","190,500","186,000","188,500",▼,"-500","-0.26","1,355,388","254,281","0.68","220,815","-136,093","-111,434","-42,167","-140,524","30.65"
2020/12/14,"190,500","191,000","187,000","189,000",▼,"-1,000","-0.53","1,259,459","238,261","0.67","253,173","-154,036","-155,001","-129,134","-114,169","30.70"
2020/12/11,"193,000","194,500","190,000","190,000",▼,"-1,500","-0.78","1,644,559","315,066","0.67","420,184","-455,193","4,517","-7,398","-191,000","30.77"
2020/12/10,"189,000","194,000","188,000","191,500", ,"0","0","2,187,019","419,463","0.69","112,318","-51,468","-165,768","-151,461","-53,707","30.77"
2020/12/09,"188,000","192,000","187,000","191,500",▲,"5,000","+2.68","1,805,987","342,714","0.70","-116,261","36,601","-8,533","69,501","-15,640","30.85"
2020/12/08,"191,000","192,000","186,000","186,500",▼,"-7,000","-3.62","3,181,249","598,332","0.73","729,104","-113,741","-624,575","-556,169","-613,588","30.85"
2020/12/07,"195,500","198,500","190,500","193,500",▼,"-3,000","-1.53","2,519,339","487,736","0.73","301,936","-252,084","-142,241","-80,891","-142,233","31.14"
2020/12/04,"198,000","199,000","195,000","196,500", ,"0","0","3,224,702","635,647","0.69","231,148","-243,010","-14,357","62,591","-4,957","31.21"
2020/12/03,"183,500","196,500","182,000","196,500",▲,"14,000","+7.67","6,053,809","1,153,366","0.68","-1,175,339","455,010","730,257","600,976","588,599","31.22"
2020/12/02,"183,500","184,500","181,500","182,500",▼,"-1,000","-0.54","1,745,795","318,676","0.68","290,558","-185,288","-144,555","-123,768","-208,672","30.88"
2020/12/01,"183,000","184,500","179,500","183,500",▲,"2,000","+1.10","1,792,800","326,320","0.64","58,846","25,759","-125,445","-84,395","-213,105","30.94"
2020/11/30,"181,500","188,500","181,500","181,500",▲,"500","+0.28","3,981,271","734,771","0.66","-38,274","242,051","-142,114","-189,434","-285,154","31.00"
2020/11/27,"179,000","181,000","178,000","181,000",▲,"2,000","+1.12","1,033,868","186,286","0.67","-90,411","14,656","39,028","28,028","6,233","31.07"
2020/11/26,"179,500","181,000","178,000","179,000",▼,"-500","-0.28","1,260,429","225,709","0.67","111,763","-78,479","-69,854","-2,221","-135,425","31.05"
2020/11/25,"183,500","184,000","178,000","179,500",▼,"-1,500","-0.83","2,082,764","377,339","0.67","-50,095","-57,645","-43,921","113,728","28,578","31.08"
2020/11/24,"181,000","183,000","179,500","181,000",▲,"2,000","+1.12","1,522,580","275,436","0.69","-143,352","-86,507","168,609","208,839","37,532","31.10"
2020/11/23,"175,000","179,500","175,000","179,000",▲,"2,000","+1.13","1,494,870","266,633","0.71","-241,155","-22,041","185,471","296,999","108,520","31.02"
2020/11/20,"179,000","179,500","177,000","177,000",▼,"-3,000","-1.67","1,309,560","232,740","0.71","141,757","-102,624","-64,690","-26,539","10,805","30.94"
2020/11/19,"179,000","181,500","177,500","180,000",▲,"500","+0.28","1,379,907","247,733","0.72","-138,982","-52,199","184,121","194,951","77,026","30.97"
2020/11/18,"183,500","185,500","179,000","179,500",▼,"-3,000","-1.64","2,228,657","402,785","0.71","402,183","-226,451","-209,432","-152,417","-333,805","30.88"
2020/11/17,"179,500","185,000","178,000","182,500",▲,"3,500","+1.96","3,429,139","626,907","0.66","-757,135","61,104","707,819","606,599","484,034","30.98"
2020/11/16,"182,500","183,500","177,500","179,000",▲,"1,500","+0.85","2,752,922","495,862","0.68","154,271","187,375","-397,638","-232,615","-236,551","30.65"
2020/11/13,"174,000","178,500","173,500","177,500",▲,"3,500","+2.01","2,405,777","426,341","0.69","-590,231","122,947","434,785","317,771","449,170","30.84"
2020/11/12,"175,500","177,000","173,000","174,000",▼,"-1,500","-0.85","1,965,154","343,645","0.65","5,719","-299,979","271,580","271,413","27,631","30.63"
2020/11/11,"174,500","179,000","173,000","175,500",▲,"2,000","+1.15","4,140,745","728,301","0.66","162,215","198,484","-433,429","-403,975","243,903","30.50"
2020/11/10,"174,500","174,500","172,000","173,500",▲,"1,000","+0.58","1,796,342","310,912","0.64","42,243","98,748","-108,987","-90,319","187,545","30.71"
2020/11/09,"172,500","174,500","172,000","172,500",▲,"2,000","+1.17","1,521,010","262,931","0.61","131,610","63,071","-226,832","-237,418","113,680","30.76"
2020/11/06,"176,500","177,000","169,500","170,500",▼,"-4,500","-2.57","2,233,192","384,931","0.64","748,155","-123,437","-655,933","-598,067","-197,435","30.86"
2020/11/05,"173,500","175,000","172,500","175,000",▲,"3,500","+2.04","1,299,430","226,049","0.64","-377,527","107,320","256,807","248,174","62,747","31.17"
2020/11/04,"173,000","175,000","170,500","171,500",▲,"1,000","+0.59","1,699,252","293,321","0.63","-62,972","-50,195","35,304","33,569","-452","31.05"
2020/11/03,"171,000","172,000","169,000","170,500", ,"0","0","1,006,364","171,739","0.64","78,559","-8,797","-84,551","-80,652","-62,528","31.03"
2020/11/02,"166,000","170,500","166,000","170,500",▲,"6,000","+3.65","1,052,301","177,094","0.66","-197,779","97,396","111,915","70,402","86,344","31.07"
2020/10/30,"169,000","169,500","164,500","164,500",▼,"-5,500","-3.24","1,452,259","241,960","0.65","339,621","-249,985","-241,203","-150,673","-154,322","31.02"
2020/10/29,"169,000","171,000","168,000","170,000",▼,"-3,500","-2.02","1,484,537","251,603","0.65","250,445","-206,668","-75,815","-71,635","-80,760","31.13"
2020/10/28,"172,000","174,000","169,500","173,500",▲,"1,000","+0.58","1,419,988","243,957","0.64","-1,789","-2,487","-24,965","17,290","-108,166","31.17"
2020/10/27,"173,000","178,000","171,000","172,500",▲,"1,000","+0.58","3,317,704","579,160","0.66","-173,735","-48,091","203,302","164,107","-66,726","31.18"
2020/10/26,"167,000","174,000","164,000","171,500",▲,"4,500","+2.69","3,018,359","512,892","0.67","-430,669","441,741","16,111","46,937","-22,598","31.09"
2020/10/23,"163,500","168,000","163,000","167,000",▲,"4,500","+2.77","1,883,932","313,275","0.67","-162,846","144,661","7,649","44,450","-32,925","31.08"
2020/10/22,"163,000","163,500","161,000","162,500",▼,"-3,000","-1.81","1,700,524","275,399","0.67","42,872","-118,328","112,966","124,905","149,061","31.08"
2020/10/21,"167,000","167,500","163,500","165,500",▼,"-2,000","-1.19","1,760,669","291,533","0.70","173,159","-110,762","-60,219","-53,335","-76,124","31.02"
2020/10/20,"157,000","168,500","156,500","167,500",▼,"-500","-0.30","5,697,398","924,497","0.69","42,440","254,322","-233,770","-380,522","159,674","31.05"
2020/10/19,"169,500","172,000","167,500","168,000",▼,"-4,000","-2.33","2,230,634","375,690","0.68","517,954","-362,456","-141,336","-73,941","-82,809","31.16"
2020/10/16,"176,500","177,500","169,000","172,000",▼,"-4,000","-2.27","3,197,258","548,369","0.69","1,110,759","-899,886","-215,063","-385,136","-201,471","31.23"
2020/10/15,"177,000","178,500","175,000","176,000",▼,"-2,000","-1.12","1,587,551","280,077","0.69","239,545","-202,370","-25,347","-33,297","-10,086","31.33"
2020/10/14,"181,000","183,500","177,000","178,000",▼,"-1,000","-0.56","1,930,046","347,319","0.69","355,314","-322,119","-36,432","-34,752","-54,813","31.34"
2020/10/13,"181,000","181,500","176,000","179,000",▼,"-1,000","-0.56","1,728,432","307,805","0.69","271,559","-369,999","95,100","58,801","21,358","31.36"
2020/10/12,"178,000","181,500","176,000","180,000",▼,"-500","-0.28","1,655,359","296,867","0.67","195,911","-157,957","-25,958","143,263","-26,007","31.31"
2020/10/08,"185,500","186,000","180,000","180,500",▼,"-2,500","-1.37","1,750,474","318,075","0.66","520,026","-333,261","-169,992","-164,538","-157,323","31.32"
2020/10/07,"180,000","183,500","178,500","183,000",▲,"500","+0.27","1,512,423","274,158","0.65","131,973","74,119","-221,608","-178,334","-30,325","31.40"
2020/10/06,"188,000","188,500","181,500","182,500",▼,"-4,500","-2.41","2,143,171","396,028","0.64","288,395","509","-295,183","-171,623","-258,394","31.51"
2020/10/05,"183,000","187,500","181,500","187,000",▲,"8,500","+4.76","2,732,820","506,604","0.62","-487,886","270,426","225,847","211,059","15,351","31.65"
2020/09/29,"178,500","180,000","177,500","178,500",▲,"3,000","+1.71","1,475,249","263,524","0.61","-107,536","15,604","99,450","161,843","99,748","31.54"
2020/09/28,"173,000","176,000","172,000","175,500",▲,"5,500","+3.24","1,374,871","239,887","0.64","-224,625","27,073","214,400","85,128","104,499","31.49"
2020/09/25,"172,500","174,000","166,000","170,000",▼,"-1,500","-0.87","2,076,987","353,229","0.65","94,539","-20,544","-30,494","-40,422","-70,499","31.39"
2020/09/24,"173,500","176,000","171,000","171,500",▼,"-8,000","-4.46","2,841,908","492,341","0.65","440,335","-127,315","-337,727","-308,839","-294,349","31.41"
2020/09/23,"183,000","183,000","170,000","179,500", ,"0","0","3,481,682","614,907","0.67","227,304","-143,303","37,535","-97,026","-71,250","31.57"
2020/09/22,"185,000","186,000","178,000","179,500",▼,"-5,500","-2.97","3,042,046","548,355","0.69","581,014","-326,226","-265,104","-145,779","-315,162","31.55"
2020/09/21,"181,000","188,500","180,500","185,000",▲,"4,000","+2.21","3,133,848","582,683","0.68","-100,532","63,013","31,411","21,436","-8,272","31.67"
2020/09/18,"184,000","186,000","179,000","181,000",▼,"-3,000","-1.63","2,584,103","469,435","0.69","435,550","-110,250","-328,817","-216,126","-256,784","31.66"
2020/09/17,"185,500","191,500","183,000","184,000",▲,"500","+0.27","4,383,978","821,065","0.69","71,795","-48,411","17,230","74,086","-104,674","31.81"
2020/09/16,"179,500","186,000","177,000","183,500",▲,"4,500","+2.51","3,401,835","620,186","0.70","-461,429","216,279","240,427","401,245","63,356","31.80"
2020/09/15,"184,000","185,000","178,500","179,000",▼,"-1,000","-0.56","2,644,009","479,452","0.67","123,893","56,126","-210,205","-69,928","-188,424","31.69"
2020/09/14,"174,500","180,000","174,000","180,000",▲,"8,500","+4.96","3,145,262","560,494","0.66","-447,018","327,959","68,916","129,164","-46,815","31.79"
2020/09/11,"167,500","171,500","167,500","171,500",▲,"2,500","+1.48","1,538,378","260,944","0.67","-32,561","-15,005","49,609","80,478","-95,748","31.76"
2020/09/10,"170,500","171,500","168,000","169,000",▲,"1,500","+0.90","1,326,177","224,080","0.66","96,396","-112,356","21,038","15,916","-119,046","31.73"
2020/09/09,"166,500","172,000","165,500","167,500",▼,"-500","-0.30","1,685,225","284,169","0.65","232,966","-196,397","12,823","-34,593","-40,960","31.72"
2020/09/08,"171,000","172,500","168,000","168,000",▼,"-2,000","-1.18","1,933,504","327,666","0.64","376,817","-255,793","-184,712","-158,727","-168,567","31.72"
2020/09/07,"172,500","173,000","169,000","170,000",▼,"-2,500","-1.45","1,516,649","258,150","0.68","183,218","-153,153","-32,877","-68,510","-80,986","31.80"
2020/09/04,"167,500","174,000","167,500","172,500",▼,"-4,000","-2.27","2,886,867","494,311","0.67","328,325","-295,191","5,800","-2,152","-52,043","31.82"
2020/09/03,"177,500","177,500","174,000","176,500",▲,"500","+0.28","1,841,550","324,253","0.70","152,371","-112,128","-54,739","27,462","-151,250","31.82"
2020/09/02,"178,000","178,500","173,500","176,000",▼,"-4,000","-2.22","2,825,239","496,553","0.71","493,094","-191,519","-269,514","-176,745","-317,546","31.84"
2020/09/01,"178,500","181,000","175,500","180,000",▲,"3,500","+1.98","2,704,194","482,876","0.66","-60,315","-36,693","90,461","126,465","-93,958","31.97"
2020/08/31,"177,500","182,000","174,500","176,500",▲,"4,500","+2.62","5,275,614","940,955","0.63","216,803","302,875","-568,675","-575,831","-1,067,650","31.93"
2020/08/28,"165,500","176,500","164,500","172,000",▲,"8,500","+5.20","5,571,784","956,330","0.62","-726,675","426,149","307,379","294,856","309,202","32.19"
2020/08/27,"169,000","169,500","163,500","163,500",▼,"-4,000","-2.39","2,427,108","402,652","0.62","344,229","-320,681","-55,958","-28,197","-53,560","32.05"
2020/08/26,"166,500","170,000","163,000","167,500",▲,"1,500","+0.90","2,638,394","439,644","0.62","166,705","-115,438","-40,090","-62,140","-118,979","32.07"
2020/08/25,"167,500","171,000","165,000","166,000",▲,"4,500","+2.79","3,304,089","555,525","0.60","7,605","202,496","-205,789","-136,740","-236,283","32.09"
2020/08/24,"157,500","163,000","152,500","161,500",▲,"5,500","+3.53","2,904,566","463,685","0.62","-154,307","163,297","-93,670","-54,012","-155,268","32.19"
2020/08/21,"158,000","161,500","154,000","156,000",▲,"1,000","+0.65","3,348,383","527,579","0.60","213,656","70,596","-183,844","-168,102","-239,211","32.23"
2020/08/20,"163,000","165,500","154,000","155,000",▼,"-9,500","-5.78","3,630,223","575,206","0.61","515,653","-151,905","-384,382","-349,191","-380,561","32.32"
2020/08/19,"158,000","165,500","158,000","164,500",▲,"6,500","+4.11","3,298,626","533,271","0.61","-142,908","56,521","-90,284","59,314","-74,447","32.50"
2020/08/18,"163,500","168,000","155,500","158,000",▼,"-9,000","-5.39","4,328,953","699,733","0.59","130,829","171,609","-303,304","-1,009","-217,415","32.54"
2020/08/14,"171,000","172,000","161,000","167,000",▼,"-3,000","-1.76","4,469,158","739,686","0.53","273,158","-233,697","15,040","-3,246","99,975","32.68"
2020/08/13,"175,000","177,500","167,000","170,000",▼,"-2,000","-1.16","3,997,431","685,908","0.48","684,787","-9,317","-671,559","-403,145","-133,797","32.68"
2020/08/12,"174,000","178,500","170,500","172,000",▼,"-7,000","-3.91","4,877,139","849,763","0.42","792,281","-122,175","-701,412","-544,736","-200,602","32.99"
2020/08/11,"171,500","180,500","164,500","179,000",▲,"9,000","+5.29","6,776,406","1,160,212","0.36","508,645","-77,708","-526,102","-382,924","-377,928","33.32"
2020/08/10,"151,500","172,500","151,000","170,000",▲,"23,000","+15.65","8,460,795","1,380,328","0.37","366,567","-294,990","-95,370","-295,900","-34,333","33.57"
2020/08/07,"145,500","149,500","144,500","147,000",▲,"2,500","+1.73","3,208,082","471,440","0.35","334,343","8,523","-333,204","-243,370","-360,410","33.61"
2020/08/06,"136,500","146,000","136,000","144,500",▲,"10,500","+7.84","4,040,334","573,497","0.37","-190,094","105,577","39,475","-61,216","39,747","33.77"
2020/08/05,"133,000","135,500","132,000","134,000",▲,"1,500","+1.13","1,859,551","248,928","0.34","-47,720","67,694","38,374","9,164","-30,740","33.75"
2020/08/04,"129,500","134,000","129,000","132,500",▲,"5,500","+4.33","2,492,506","328,678","0.34","-16,192","174,977","-192,540","-136,386","-199,664","33.73"
2020/08/03,"126,500","128,500","123,500","127,000",▲,"500","+0.40","1,868,315","236,001","0.35","-17,412","279,747","-351,293","-167,710","-221,776","33.82"
2020/07/31,"128,000","129,500","125,000","126,500",▼,"-1,000","-0.78","1,712,713","217,245","0.34","249,577","-95,512","-13,501","-45,661","-87,838","33.98"
2020/07/30,"127,000","130,500","126,000","127,500",▲,"2,500","+2.00","2,728,427","351,120","0.36","-172,012","134,310","24,469","110,903","-71,754","33.99"
2020/07/29,"122,500","125,500","120,000","125,000",▲,"2,000","+1.63","1,897,616","235,018","0.36","-276,903","187,529","213,408","52,397","66,621","33.98"
2020/07/28,"124,500","126,000","122,000","123,000",▼,"-500","-0.40","1,765,179","217,377","0.34","277,520","-158,576","-120,173","-2,972","-120,306","33.88"
2020/07/27,"122,500","126,500","122,000","123,500",▲,"1,000","+0.82","2,046,059","254,537","0.36","28,299","27,501","-53,850","120,311","-90,998","33.93"
2020/07/24,"123,500","129,000","121,500","122,500",▼,"-2,000","-1.61","3,908,721","489,358","0.38","-39,066","47,979","-78,545","28,754","-73,405","33.96"
2020/07/23,"118,500","125,500","116,000","124,500",▲,"6,000","+5.06","4,505,464","546,851","0.38","-460,083","315,606","139,989","212,151","-6,457","34.00"
2020/07/22,"122,000","124,000","118,500","118,500",▼,"-3,000","-2.47","2,395,083","288,831","0.36","221,905","7,707","-217,903","-171,776","-184,760","33.93"
2020/07/21,"122,000","124,500","118,000","121,500", ,"0","0","3,138,553","381,188","0.37","-127,816","166,731","-64,486","57,782","-103,720","34.03"
2020/07/20,"119,500","125,000","118,000","121,500",▲,"4,000","+3.40","4,461,527","542,553","0.34","124,581","-78,576","-47,026","-75,171","5,324","34.06"
2020/07/17,"109,500","119,000","109,500","117,500",▲,"7,500","+6.82","4,265,529","489,191","0.36","-921,573","219,084","722,986","438,404","431,017","34.09"
2020/07/16,"110,500","113,000","109,000","110,000",▲,"1,000","+0.92","3,254,530","359,999","0.37","-168,688","206,356","-55,257","13,526","-167,055","33.75"
2020/07/15,"104,500","110,000","104,000","109,000",▲,"7,500","+7.39","4,494,730","484,086","0.36","-1,067,397","685,435","394,685","443,207","248,367","33.77"
2020/07/14,"101,500","102,000","99,900","101,500", ,"0","0","1,050,563","105,887","0.36","87,549","-67,694","-57,225","-66,715","-22,525","33.59"
2020/07/13,"99,200","101,500","98,500","101,500",▲,"3,200","+3.26","1,376,002","138,569","0.35","-355,806","86,909","208,788","176,829","221,645","33.62"
2020/07/10,"99,400","99,500","98,000","98,300",▼,"-1,300","-1.31","1,099,298","108,082","0.35","491,270","-248,343","-153,989","-216,568","-260,673","33.52"
2020/07/09,"100,000","101,000","99,600","99,600", ,"0","0","922,604","92,306","0.35","-65,347","12,467","15,609","9,139","-4,306","33.59"
2020/07/08,"99,200","101,000","99,100","99,600",▲,"400","+0.40","859,735","85,955","0.33","76,981","-4,222","-29,219","-65,187","-73,898","33.58"
2020/07/07,"103,000","103,500","99,200","99,200",▼,"-2,300","-2.27","1,379,122","138,838","0.33","444,818","-157,812","-323,662","-234,241","-381,806","33.60"
2020/07/06,"99,700","102,500","98,800","101,500",▲,"2,300","+2.32","1,189,877","120,142","0.33","-277,382","120,919","159,337","90,601","116,483","33.75"
2020/07/03,"99,900","100,500","98,600","99,200",▲,"200","+0.20","569,575","56,539","0.32","81,116","-70,992","29,442","-13,086","1,033","33.67"
2020/07/02,"98,000","99,700","98,000","99,000",▲,"800","+0.81","730,963","72,463","0.33","-58,667","91,039","-16,573","-29,654","-15,975","33.66"
2020/07/01,"98,500","99,500","98,000","98,200",▲,"500","+0.51","640,540","63,300","0.32","-101,106","70,131","92,709","18,333","8,080","33.67"
2020/06/30,"99,100","99,300","97,700","97,700", ,"0","0","988,987","97,295","0.33","210,841","19,865","-264,803","-231,439","-202,711","33.62"
2020/06/29,"97,700","98,700","97,600","97,700",▼,"-2,300","-2.30","943,424","92,470","0.34","312,773","-179,938","-105,846","-101,564","-177,426","33.75"
2020/06/26,"100,500","101,000","99,500","100,000",▲,"600","+0.60","670,161","67,027","0.32","166,502","-91,692","-90,548","-80,467","-89,580","33.80"
2020/06/25,"100,500","101,000","99,400","99,400",▼,"-3,600","-3.50","1,084,453","108,277","0.34","526,598","-282,559","-235,276","-220,164","-302,293","33.84"
2020/06/24,"100,000","103,500","99,800","103,000",▲,"4,300","+4.36","1,813,817","185,193","0.34","-471,620","217,745","243,695","183,256","235,841","33.95"
2020/06/23,"99,200","101,000","98,000","98,700",▲,"200","+0.20","1,095,698","108,733","0.35","70,240","-34,349","-71,569","-18,450","-87,771","33.84"
2020/06/22,"99,100","100,000","98,500","98,500",▼,"-1,500","-1.50","921,187","91,147","0.34","290,264","-236,663","-52,674","-55,194","-91,234","33.87"
2020/06/19,"101,000","101,500","99,100","100,000", ,"0","0","903,928","90,215","0.34","161,800","-43,689","-142,184","-98,457","-109,709","33.89"
2020/06/18,"99,100","102,000","98,400","100,000",▼,"-500","-0.50","1,155,455","115,783","0.33","-15,394","24,624","-20,257","5,739","-63,801","33.96"
2020/06/17,"100,500","101,000","98,800","100,500",▼,"-1,000","-0.99","1,326,645","132,460","0.32","318,126","-153,623","-161,871","-99,685","-230,343","33.97"
2020/06/16,"99,100","101,500","99,100","101,500",▲,"4,500","+4.64","1,389,765","139,600","0.32","40,030","-60,970","94,165","11,156","-17,960","34.05"
2020/06/15,"102,000","102,500","97,000","97,000",▼,"-6,500","-6.28","2,022,775","201,921","0.31","424,739","-399,687","-23,912","-124,340","-17,782","34.00"
2020/06/12,"101,500","105,000","101,500","103,500",▼,"-5,000","-4.61","1,977,558","204,514","0.27","258,176","-254,265","13,982","-114,834","148,892","34.01"
2020/06/11,"110,000","111,000","107,000","108,500",▼,"-3,000","-2.69","2,376,313","258,601","0.26","504,045","-519,336","92,016","-25,851","-101,719","34.01"
2020/06/10,"111,000","112,000","109,000","111,500",▼,"-500","-0.45","1,377,837","152,318","0.29","33,601","-78,219","10,527","93,206","-14,532","33.96"
2020/06/09,"114,000","115,000","110,500","112,000",▼,"-1,000","-0.88","1,504,910","168,762","0.28","86,634","-84,869","24,214","12,805","-59,547","33.96"
2020/06/08,"114,000","114,500","111,500","113,000",▲,"2,000","+1.80","1,640,392","185,546","0.29","-190,514","-46,099","194,380","223,431","203,631","33.95"
2020/06/05,"108,000","112,000","106,500","111,000",▲,"2,500","+2.30","2,128,094","233,902","0.31","-360,697","445,293","-65,479","15,947","-47,839","33.86"
2020/06/04,"112,000","113,000","105,000","108,500", ,"0","0","2,823,041","305,905","0.35","-82,775","78,141","-71,505","45,807","-71,223","33.89"
2020/06/03,"106,000","110,000","105,500","108,500",▲,"6,000","+5.85","3,118,795","335,572","0.36","-733,220","524,806","237,995","275,925","147,576","33.92"
