일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2023/03/28,"177,100","178,300","175,800","177,100",▲,"1,000","+0.57","339,315","59,949","0","-35,443","-18,936","0","9,057","42,585","30.51"
2023/03/27,"177,700","177,700","174,800","176,100",▼,"-1,600","-0.90","402,749","70,883","0.28","-7,481","-39,073","30,923","49,442","70,430","30.51"
2023/03/24,"180,600","180,600","175,300","177,700",▼,"-2,800","-1.55","649,952","115,088","0.28","210,196","-104,791","-128,659","-53,964","-80,640","30.50"
2023/03/23,"179,300","182,400","178,700","180,500",▲,"200","+0.11","591,091","106,825","0.29","-151,338","59,745","94,918","104,144","133,176","30.56"
2023/03/22,"177,000","180,500","176,700","180,300",▲,"4,500","+2.56","718,542","128,611","0.29","-298,249","123,061","174,276","112,888","169,331","30.52"
2023/03/21,"175,900","176,900","174,800","175,800",▲,"700","+0.40","297,779","52,346","0.29","-46,727","-3,061","88,688","70,387","30,593","30.43"
2023/03/20,"176,500","177,000","174,800","175,100",▼,"-1,500","-0.85","366,357","64,399","0.30","-16,101","16,719","35,985","-2,834","-1,860","30.39"
2023/03/17,"175,200","176,600","173,200","176,600",▲,"2,600","+1.49","507,745","89,010","0.30","-94,868","-35,152","132,670","169,939","94,497","30.37"
2023/03/16,"172,800","174,800","171,800","174,000",▼,"-300","-0.17","392,030","68,077","0.30","-19,471","215","31,984","-2,112","36,550","30.31"
2023/03/15,"172,700","175,500","172,700","174,300",▲,"3,300","+1.93","481,716","83,822","0.29","-94,737","70,078","-37,175","15,217","64,179","30.30"
2023/03/14,"175,200","175,900","170,500","171,000",▼,"-5,000","-2.84","589,581","101,537","0.29","121,133","-7,788","-101,570","-44,062","-106,124","30.31"
2023/03/13,"174,400","176,300","173,500","176,000",▲,"1,000","+0.57","529,759","92,645","0.28","-56,646","30,194","94,212","44,200","-32,189","30.36"
2023/03/10,"174,700","176,700","174,600","175,000",▼,"-1,300","-0.74","443,221","77,697","0.29","14,871","-94,364","-23,174","88,827","-79,857","30.32"
2023/03/09,"176,600","180,400","175,700","176,300",▲,"1,400","+0.80","808,110","143,477","0.29","-142,591","100,184","7,979","33,665","-57,366","30.33"
2023/03/08,"174,300","176,100","174,100","174,900",▼,"-200","-0.11","497,195","87,100","0.28","-66,894","-75,913","133,917","121,195","-15,293","30.32"
2023/03/07,"176,500","177,500","175,100","175,100",▼,"-2,400","-1.35","462,996","81,372","0.29","109,187","-107,080","-6,781","-12,353","-19,543","30.26"
2023/03/06,"177,800","178,500","176,000","177,500",▲,"1,400","+0.80","547,005","97,017","0.28","-66,870","12,389","64,792","35,761","65,404","30.26"
2023/03/03,"177,500","178,200","175,000","176,100",▼,"-2,400","-1.34","549,203","96,941","0.28","55,854","-24,086","-130,189","-46,554","-44,219","30.23"
2023/03/02,"176,500","179,800","176,500","178,500",▲,"2,200","+1.25","747,929","133,448","0.30","-118,588","32,048","100,980","105,157","38,590","30.30"
2023/02/28,"174,100","178,100","174,000","176,300",▲,"3,000","+1.73","824,763","145,827","0.30","-226,689","80,079","149,019","137,244","178,905","30.25"
2023/02/27,"173,100","173,600","170,200","173,300",▼,"-600","-0.35","427,027","73,527","0.30","17,309","20,177","-21,421","-58,730","-18,582","30.18"
2023/02/24,"176,200","177,300","173,800","173,900",▼,"-2,300","-1.31","382,070","66,910","0.30","42,465","-2,963","-30,291","-31,602","25,733","30.19"
2023/02/23,"174,400","178,600","174,300","176,200",▲,"2,000","+1.15","446,435","78,842","0.30","-106,056","-13,922","181,195","89,177","100,872","29.90"
2023/02/22,"175,800","176,900","174,000","174,200",▼,"-4,000","-2.24","432,567","75,812","0.30","78,274","-102,654","24,497","-1,270","29,321","29.82"
2023/02/21,"178,500","179,000","175,500","178,200", ,"0","0","454,862","80,676","0.30","697","-43,843","46,713","46,118","-18,832","29.80"
2023/02/20,"179,400","179,400","176,600","178,200",▼,"-800","-0.45","404,747","72,074","0.30","2,695","47,955","-40,698","-11,957","-43,933","29.78"
2023/02/17,"177,400","179,800","177,000","179,000",▼,"-300","-0.17","457,976","81,826","0.33","-62,241","-54,215","-82,270","137,097","61,983","29.80"
2023/02/16,"173,400","180,000","173,300","179,300",▲,"6,600","+3.82","1,070,527","190,462","0.33","-564,202","223,190","353,099","295,202","349,552","29.84"
2023/02/15,"174,600","175,300","171,800","172,700",▼,"-1,000","-0.58","451,687","78,295","0.33","1,631","-73,944","73,508","73,210","56,451","29.67"
2023/02/14,"172,900","175,700","172,700","173,700",▲,"2,100","+1.22","502,938","87,656","0.34","-177,246","26,011","182,694","91,467","146,959","29.64"
2023/02/13,"172,700","174,300","171,300","171,600",▼,"-1,800","-1.04","373,651","64,407","0.34","4,983","-33,667","116,413","34,071","22,924","29.55"
2023/02/10,"171,600","173,500","171,100","173,400",▲,"800","+0.46","372,830","64,383","0.34","-63,260","-14,174","155,498","62,029","97,066","29.50"
2023/02/09,"171,900","174,000","171,500","172,600",▼,"-100","-0.06","583,923","101,025","0.34","-74,145","-40,961","161,704","101,813","124,549","29.43"
2023/02/08,"171,500","173,000","170,200","172,700",▲,"2,200","+1.29","442,701","76,143","0.34","-116,232","58,252","50,568","85,971","55,473","29.35"
2023/02/07,"171,000","171,200","169,500","170,500",▼,"-200","-0.12","533,337","90,751","0.34","38,832","-17,152","-28,056","-12,660","-15,297","29.33"
2023/02/06,"174,000","174,700","170,700","170,700",▼,"-2,100","-1.22","582,407","100,517","0.35","36,301","-84,369","46,636","58,976","-12,592","29.34"
2023/02/03,"170,100","174,500","169,600","172,800",▲,"2,900","+1.71","770,290","133,242","0.36","-322,083","112,491","237,784","205,200","162,348","29.32"
2023/02/02,"171,500","172,900","169,300","169,900",▼,"-100","-0.06","548,264","93,671","0.36","-17,005","6,458","15,552","14,106","-30,821","29.21"
2023/02/01,"169,200","171,500","168,700","170,000",▲,"3,000","+1.80","599,556","101,924","0.36","-78,255","37,977","38,375","45,819","23,078","29.20"
2023/01/31,"169,000","170,400","167,000","167,000",▼,"-3,000","-1.76","698,589","117,509","0.34","115,306","-12,588","-105,179","-120,078","-88,872","29.18"
2023/01/30,"174,400","175,700","169,400","170,000",▼,"-3,900","-2.24","831,088","142,852","0.36","143,512","-65,965","-118,616","-88,477","-69,645","29.23"
2023/01/27,"177,000","177,600","173,300","173,900",▼,"-1,000","-0.57","1,174,428","206,001","0.39","-118,559","-64,900","170,823","63,658","137,213","29.29"
2023/01/26,"166,600","176,200","166,600","174,900",▲,"9,200","+5.55","1,692,960","291,229","0.38","-576,903","302,618","261,888","217,673","246,654","29.21"
2023/01/25,"166,100","166,500","165,200","165,700",▲,"1,200","+0.73","359,163","59,589","0.38","5,548","-2,013","7,833","3,435","-26,017","29.08"
2023/01/20,"163,000","164,500","163,000","164,500",▲,"500","+0.30","296,063","48,530","0.37","29,537","-32,267","1,260","11,359","-9,019","29.08"
2023/01/19,"162,000","164,000","162,000","164,000",▼,"-500","-0.30","353,522","57,711","0.36","34,875","-63,118","24,469","21,744","28,464","29.08"
2023/01/18,"166,500","166,500","162,500","164,500",▼,"-1,500","-0.90","499,603","81,910","0.37","94,348","-116,236","9,492","21,294","-17,801","29.07"
2023/01/17,"166,500","167,000","164,500","166,000",▼,"-500","-0.30","452,113","75,029","0.35","28,549","-85,741","-7,754","39,344","49,336","29.06"
2023/01/16,"166,500","167,500","163,500","166,500",▼,"-2,500","-1.48","797,353","132,178","0.37","119,094","-120,336","3,784","-21,047","-10,270","29.07"
2023/01/13,"167,500","170,000","167,000","169,000",▲,"2,500","+1.50","707,095","119,518","0.38","-250,242","76,325","176,794","174,567","72,004","29.07"
2023/01/12,"166,000","168,000","164,500","166,500",▲,"2,500","+1.52","869,403","144,835","0.39","-277,629","44,577","257,025","228,137","15,192","28.98"
2023/01/11,"163,500","165,000","163,000","164,000",▲,"1,000","+0.61","367,725","60,384","0.39","-96,041","97,547","-21,998","163","55,639","28.86"
2023/01/10,"162,500","164,000","161,500","163,000",▼,"-1,000","-0.61","414,613","67,478","0.41","-15,579","36,340","-117,964","-14,463","-28,495","28.87"
2023/01/09,"161,000","164,500","160,000","164,000",▲,"4,500","+2.82","614,204","100,338","0.41","-321,963","241,815","81,831","52,070","141,013","28.93"
2023/01/06,"157,500","161,500","157,500","159,500",▲,"500","+0.31","502,420","80,414","0.42","-99,474","42,365","55,599","62,824","66,009","28.89"
2023/01/05,"161,000","161,500","158,000","159,000",▼,"-1,500","-0.93","577,152","91,805","0.43","11,015","-6,422","-106,241","-2,174","-9,388","28.86"
2023/01/04,"157,500","161,000","157,500","160,500",▲,"1,500","+0.94","463,444","73,987","0.43","-54,486","-14,424","-24,622","70,442","39,571","28.91"
2023/01/03,"158,500","160,500","156,000","159,000",▲,"2,000","+1.27","787,752","124,885","0.45","-32,178","-7,705","400,160","24,810","49,757","28.93"
2023/01/02,"154,000","161,000","154,000","157,000",▲,"6,000","+3.97","1,132,256","179,474","0.46","-331,561","83,338","641,171","212,845","218,629","28.74"
2022/12/29,"153,000","154,000","150,500","151,000",▼,"-3,000","-1.95","552,974","83,811","0.47","106,690","-81,452","-36,795","-694","-38,732","28.44"
2022/12/28,"156,000","156,500","154,000","154,000",▼,"-4,000","-2.53","556,921","86,242","0.46","184,778","-142,834","-121,604","-23,850","-38,754","28.46"
2022/12/27,"158,500","160,000","157,000","158,000", ,"0","0","637,139","100,825","0.46","-48,070","22,360","-159,693","14,690","26,900","28.51"
2022/12/26,"157,000","159,000","157,000","158,000",▲,"1,000","+0.64","387,872","61,242","0.47","12,579","911","45,642","9,916","-38,493","28.59"
2022/12/23,"157,000","158,000","155,500","157,000",▼,"-1,500","-0.95","336,597","52,883","0.48","-34,203","51,404","-96,218","-26,135","54,826","28.57"
2022/12/22,"156,500","159,500","156,500","158,500",▲,"2,500","+1.60","452,454","71,606","0.47","-112,163","53,665","-156,314","48,182","83,719","28.61"
2022/12/21,"157,000","157,500","155,500","156,000",▼,"-1,000","-0.64","531,850","83,140","0.47","43,380","19,326","-248,227","-44,974","-76,150","28.68"
2022/12/20,"158,000","158,500","154,500","157,000",▼,"-2,000","-1.26","1,039,931","162,724","0.46","72,910","-36,338","-30,549","-98,855","-24,233","28.80"
2022/12/19,"160,500","161,500","157,500","159,000",▼,"-3,500","-2.15","734,465","116,245","0.46","324,503","-205,930","-217,570","-101,766","-141,220","28.81"
2022/12/16,"160,000","163,000","160,000","162,500",▲,"500","+0.31","446,581","72,293","0.47","4,936","-48,024","-37,288","37,385","36,469","28.92"
2022/12/15,"162,500","165,000","162,000","162,000",▼,"-1,500","-0.92","383,741","62,595","0.49","-7,142","-27,417","35,839","6,394","33,299","28.93"
2022/12/14,"160,000","165,000","159,500","163,500",▲,"4,000","+2.51","614,474","100,177","0.48","-254,073","119,325","136,094","74,665","147,857","28.92"
2022/12/13,"164,000","164,000","158,000","159,500",▼,"-4,000","-2.45","756,323","121,159","0.48","273,853","-174,203","-103,302","-13,857","-112,166","28.85"
2022/12/12,"162,000","163,500","162,000","163,500",▲,"1,000","+0.62","232,963","37,949","0.47","15,189","-23,110","9,812","19,880","22,030","28.90"
2022/12/09,"163,500","164,000","162,000","162,500",▲,"500","+0.31","464,194","75,480","0.47","106,188","69,396","-319,502","-141,582","-149,546","28.90"
2022/12/08,"163,500","163,500","161,000","162,000",▼,"-1,000","-0.61","703,551","113,914","0.47","75,001","-142,275","56,432","29,864","131,234","29.05"
2022/12/07,"163,500","165,000","163,000","163,000",▼,"-1,500","-0.91","379,112","62,064","0.46","81,876","-45,795","10,517","-42,608","1,749","29.02"
2022/12/06,"164,000","165,000","162,500","164,500",▼,"-1,000","-0.60","434,862","71,302","0.44","89,793","-121,010","56,566","5,627","-40,795","29.02"
2022/12/05,"169,500","170,000","164,500","165,500",▼,"-3,500","-2.07","788,455","131,346","0.44","238,543","-56,178","-179,613","-130,265","-156,669","28.99"
2022/12/02,"172,000","172,500","168,500","169,000",▼,"-2,500","-1.46","453,689","77,104","0.44","67,611","-110,684","34,982","83,129","2,835","29.07"
2022/12/01,"172,000","173,000","170,500","171,500",▲,"2,500","+1.48","499,538","85,597","0.44","-54,782","36,138","18,807","18,834","72,523","29.06"
2022/11/30,"169,000","170,500","168,500","169,000", ,"0","0","633,720","107,253","0.44","2,622","-74,143","70,415","31,766","61,113","29.05"
2022/11/29,"168,000","169,500","167,000","169,000",▲,"1,500","+0.90","341,427","57,572","0.45","-45,668","49,691","-25,488","11,887","-13,383","29.01"
2022/11/28,"166,000","169,500","164,000","167,500",▲,"1,500","+0.90","551,024","92,067","0.45","-33,461","-19,007","52,074","19,902","84,942","29.03"
2022/11/25,"168,000","168,500","166,000","166,000",▼,"-1,500","-0.90","356,637","59,449","0.45","74,188","-47,308","-51,536","-59,997","-17,571","29.00"
2022/11/24,"168,000","168,500","166,500","167,500",▲,"1,500","+0.90","323,362","54,086","0.45","27,926","-58,121","-25,375","-23,441","35,057","29.03"
2022/11/23,"166,500","167,500","164,000","166,000",▲,"500","+0.30","449,446","74,597","0.45","29,156","-16,662","-2,431","-47,937","-5,059","29.04"
2022/11/22,"167,500","168,000","165,000","165,500",▼,"-2,500","-1.49","454,542","75,524","0.45","110,137","-98,555","-14,046","-29,965","-19,124","29.04"
2022/11/21,"169,500","170,000","166,500","168,000",▼,"-1,500","-0.88","517,728","86,830","0.44","16,229","-59,206","6,446","-4,751","90,894","29.05"
2022/11/18,"170,000","173,000","169,500","169,500",▼,"-500","-0.29","559,141","95,612","0.45","49,610","-57,638","3,064","7,798","47,690","29.04"
2022/11/17,"171,000","172,500","169,500","170,000",▼,"-2,000","-1.16","502,812","85,754","0.44","-3,651","-18,118","-3,070","-5,522","68,310","29.04"
2022/11/16,"175,000","175,500","170,500","172,000",▼,"-2,500","-1.43","642,717","110,755","0.42","79,153","-23,233","-44,268","-32,504","1,070","29.04"
2022/11/15,"176,500","177,000","173,000","174,500",▼,"-1,500","-0.85","838,806","146,314","0.43","163,667","-71,888","-96,927","9,061","-2,832","29.06"
2022/11/14,"174,500","179,500","174,000","176,000",▲,"4,000","+2.33","1,379,189","244,360","0.43","-217,536","64,021","151,487","128,886","104,684","29.11"
2022/11/11,"174,500","175,500","171,000","172,000",▲,"2,500","+1.47","980,474","169,239","0.44","60,281","17,589","-37,960","-12,006","-64,249","29.04"
2022/11/10,"167,000","173,000","166,500","169,500", ,"0","0","1,018,720","173,347","0.43","-131,386","-28,279","210,533","71,204","116,276","29.06"
2022/11/09,"170,500","172,000","167,000","169,500",▼,"-500","-0.29","953,568","162,099","0.44","69,317","7,879","-71,927","-47,030","-73,886","28.96"
2022/11/08,"171,500","172,000","167,500","170,000",▲,"500","+0.29","804,889","136,684","0.46","31,642","88,630","-129,352","-97,766","-110,364","28.99"
2022/11/07,"166,500","170,000","165,500","169,500",▲,"6,500","+3.99","1,126,417","189,858","0.46","-260,007","181,390","40,870","26,301","53,041","29.05"
2022/11/04,"162,000","164,000","161,500","163,000",▲,"1,000","+0.62","522,276","85,002","0.43","-65,430","-18,935","87,408","22,728","41,637","29.03"
2022/11/03,"162,500","163,000","160,500","162,000",▼,"-3,000","-1.82","1,008,989","163,007","0.43","340,004","-238,607","-107,611","-46,110","-202,652","28.99"
2022/11/02,"164,500","165,000","162,000","165,000",▲,"500","+0.30","941,434","153,965","0.42","64,373","-152,662","87,161","11,280","43,970","29.04"
2022/11/01,"163,500","165,000","162,000","164,500", ,"0","0","628,185","102,859","0.42","45,604","16,781","-51,285","-39,353","-58,926","29.00"
2022/10/31,"166,000","166,500","162,000","164,500",▲,"500","+0.30","622,380","101,738","0.43","139,911","-90,009","-52,392","-23,249","-49,183","29.03"
2022/10/28,"162,000","166,000","161,500","164,000",▲,"2,000","+1.23","752,111","123,485","0.42","-132,000","17,716","114,357","-60,900","161,318","29.05"
2022/10/27,"161,000","163,500","160,500","162,000",▲,"1,500","+0.93","876,823","141,938","0.41","66,214","18,922","-85,706","-49,154","-91,128","29.00"
2022/10/26,"163,000","164,000","160,000","160,500",▼,"-2,000","-1.23","1,023,919","165,090","0.40","192,916","-106,092","-33,269","3,355","-101,672","29.04"
2022/10/25,"162,500","163,000","160,000","162,500",▲,"1,000","+0.62","967,860","156,034","0.38","180,252","-143,316","157,398","-114,335","2,862","29.05"
2022/10/24,"169,000","169,500","161,500","161,500",▼,"-5,500","-3.29","1,443,569","236,922","0.38","435,335","-267,612","-149,674","-145,839","-230,370","28.98"
2022/10/21,"169,000","169,500","165,500","167,000",▼,"-1,500","-0.89","695,788","116,070","0.37","97,343","-4,317","-111,806","-46,112","-42,162","29.05"
2022/10/20,"168,500","169,500","166,500","168,500",▲,"500","+0.30","692,203","116,184","0.38","44,658","-95,609","49,944","83,058","-132,796","29.10"
2022/10/19,"166,000","172,500","166,000","168,000", ,"0","0","1,111,330","188,391","0.37","-196,118","177,196","-19,000","-42,665","59,076","29.08"
2022/10/18,"170,500","171,500","165,000","168,000",▲,"1,000","+0.60","1,286,984","216,611","0.36","190,400","-406,827","253,693","144,003","53,196","29.09"
2022/10/17,"166,000","168,500","164,000","167,000", ,"0","0","665,601","110,792","0.36","45,114","-124,363","58,222","63,971","65,374","28.97"
2022/10/14,"167,000","168,000","165,000","167,000",▲,"2,500","+1.52","657,249","109,572","0.36","42,796","5,006","-48,482","-39,317","-36,027","28.94"
2022/10/13,"167,500","168,000","164,500","164,500",▼,"-3,500","-2.08","691,537","114,501","0.35","117,182","-59,833","-74,962","-50,221","-84,178","28.96"
2022/10/12,"166,500","169,500","165,500","168,000", ,"0","0","821,753","137,525","0.35","78,299","-80,486","19,770","-46,544","2,206","29.00"
2022/10/11,"170,000","170,500","166,000","168,000",▼,"-7,500","-4.27","1,145,441","192,227","0.34","218,685","-166,138","-43,796","-96,508","-305","28.99"
2022/10/07,"176,500","176,500","174,000","175,500",▼,"-2,500","-1.40","608,384","106,627","0.34","72,231","-96,794","18,198","-26,304","-9,444","29.01"
2022/10/06,"178,500","179,500","175,000","178,000",▲,"1,000","+0.56","611,007","108,663","0.34","32,538","-91,687","54,500","16,896","29,297","29.00"
2022/10/05,"183,500","184,000","172,000","177,000",▼,"-2,500","-1.39","1,144,019","201,883","0.34","97,077","-132,821","34,760","-3,687","-12,347","28.98"
2022/10/04,"179,000","183,000","177,500","179,500",▲,"3,000","+1.70","831,935","149,476","0.33","-6,188","-11,381","14,911","21,261","-4,769","28.96"
2022/09/30,"181,000","183,000","174,000","176,500",▼,"-5,000","-2.75","1,005,125","178,251","0.33","151,698","-91,720","-73,215","-78,168","-111,972","28.95"
2022/09/29,"182,500","184,000","181,000","181,500",▲,"2,000","+1.11","714,142","130,313","0.34","-39,493","-32,322","100,800","41,155","31,995","28.99"
2022/09/28,"184,000","184,500","177,500","179,500",▼,"-6,500","-3.49","1,163,914","209,660","0.34","91,738","-51,873","-43,561","-14,826","-84,093","28.94"
2022/09/27,"182,500","186,000","182,000","186,000",▲,"3,500","+1.92","890,612","163,931","0.34","-14,587","24,418","-882","-9,512","-25,531","28.96"
2022/09/26,"187,000","187,500","180,500","182,500",▼,"-8,000","-4.20","1,609,911","294,641","0.34","64,767","46,812","-106,035","-158,553","-59,160","28.96"
2022/09/23,"194,000","195,500","190,500","190,500",▼,"-3,000","-1.55","680,644","131,020","0.34","-13,122","14,428","66,995","-25,262","-3,842","29.01"
2022/09/22,"194,500","197,000","192,500","193,500",▼,"-3,500","-1.78","540,322","104,865","0.34","66,711","-72,509","9,406","30,697","-857","28.98"
2022/09/21,"197,000","197,500","194,500","197,000",▼,"-1,500","-0.76","622,478","122,001","0.34","-22,569","-37,386","60,546","53,796","50,204","28.97"
2022/09/20,"202,500","202,500","198,500","198,500",▼,"-3,000","-1.49","692,217","138,297","0.36","13,659","1,662","-5,807","8,527","-18,926","28.95"
2022/09/19,"201,500","202,000","198,000","201,500",▲,"500","+0.25","693,456","138,860","0.36","-108,731","27,684","85,287","93,705","77,943","28.95"
2022/09/16,"199,500","202,500","199,000","201,000",▲,"3,000","+1.52","911,954","183,452","0.38","-307,429","36,331","290,185","188,972","166,167","28.91"
2022/09/15,"199,000","201,000","198,000","198,000",▼,"-500","-0.25","404,656","80,697","0.38","-84,508","7,715","78,620","51,484","43,692","28.77"
2022/09/14,"197,000","200,000","196,000","198,500",▼,"-2,000","-1.00","668,955","132,531","0.37","-16,369","-42,470","-107,863","68,136","52,120","28.74"
2022/09/13,"200,500","201,500","198,000","200,500",▲,"500","+0.25","910,285","181,742","0.37","-10,015","9,030","6,402","-10,893","-70,915","28.79"
2022/09/08,"202,500","203,000","198,500","200,000",▼,"-2,000","-0.99","860,563","172,571","0.37","-4,383","13,667","-8,138","32,392","-58,685","28.78"
2022/09/07,"201,000","203,000","199,000","202,000",▲,"1,000","+0.50","758,254","152,445","0.37","-129,744","29,268","97,965","107,896","44,820","28.79"
2022/09/06,"200,500","201,000","198,000","201,000",▲,"1,000","+0.50","591,596","118,179","0.37","-114,238","61,265","63,823","32,406","-10,637","28.74"
2022/09/05,"197,500","201,000","197,500","200,000",▲,"3,500","+1.78","886,938","177,115","0.36","-314,293","134,208","157,809","166,226","161,110","28.71"
2022/09/02,"199,000","203,500","196,000","196,500",▲,"1,000","+0.51","1,401,989","279,714","0.37","-265,520","166,952","219,986","51,742","74,627","28.64"
2022/09/01,"193,500","197,500","191,000","195,500",▼,"-500","-0.26","785,337","152,809","0.36","-59,509","-5,978","250,927","82,360","20,104","28.53"
2022/08/31,"195,000","197,500","194,500","196,000",▲,"500","+0.26","762,426","149,339","0.38","-90,392","-51,815","143,648","195,119","61,504","28.42"
2022/08/30,"190,500","196,000","190,500","195,500",▲,"7,000","+3.71","891,335","173,084","0.38","-355,854","107,550","248,457","226,550","176,441","28.35"
2022/08/29,"188,500","189,000","186,500","188,500",▼,"-5,000","-2.58","601,747","112,970","0.39","44,501","-54,624","11,625","11,638","-30,071","28.23"
2022/08/26,"192,500","194,000","191,500","193,500",▲,"1,500","+0.78","473,581","91,528","0.40","-204,669","60,743","123,434","158,239","46,591","28.23"
2022/08/25,"189,000","192,500","188,500","192,000",▲,"4,000","+2.13","561,737","107,282","0.39","-160,794","25,652","-120,048","93,379","141,594","28.17"
2022/08/24,"190,000","191,000","185,500","188,000",▼,"-1,000","-0.53","700,265","131,437","0.40","20,993","-117,765","196,496","118,269","78,036","28.23"
2022/08/23,"189,000","193,000","188,000","189,000", ,"0","0","711,974","135,372","0.40","-49,411","-524","47,224","65,539","107,327","28.13"
2022/08/22,"187,500","192,000","187,000","189,000",▼,"-1,000","-0.53","532,730","100,977","0.41","-31,034","-21,093","54,264","77,075","70,708","28.11"
2022/08/19,"187,000","191,500","186,500","190,000",▲,"4,000","+2.15","770,986","146,243","0.40","-241,191","15,601","227,298","161,181","118,137","28.09"
2022/08/18,"186,500","187,500","184,000","186,000",▼,"-4,000","-2.11","1,438,270","267,032","0.40","-22,337","-217,560","226,069","148,620","212,249","27.98"
2022/08/17,"195,000","196,500","188,000","190,000",▼,"-7,500","-3.80","1,410,422","269,579","0.40","153,946","-131,693","-15,792","11,224","-21,390","27.87"
2022/08/16,"198,000","199,500","196,000","197,500",▲,"1,500","+0.77","505,801","99,825","0.42","-81,755","-8,291","84,055","113,217","62,290","27.88"
2022/08/12,"193,500","197,500","193,500","196,000",▲,"3,000","+1.55","627,417","122,807","0.42","-200,613","107,703","92,862","78,597","120,374","27.84"
2022/08/11,"195,000","195,000","192,500","193,000",▲,"500","+0.26","731,121","141,424","0.42","-22,291","-60,915","62,310","36,547","115,652","27.80"
2022/08/10,"193,000","194,500","192,000","192,500",▼,"-1,000","-0.52","510,243","98,464","0.42","-3,308","-108,292","106,036","121,966","109,756","27.77"
2022/08/09,"195,500","196,000","191,000","193,500",▼,"-2,500","-1.28","962,838","185,906","0.42","-79,283","-32,963","111,952","92,022","87,345","27.72"
2022/08/08,"193,500","196,000","193,000","196,000",▲,"1,500","+0.77","635,689","123,987","0.36","-137,747","-124,233","262,148","190,077","241,967","27.67"
2022/08/05,"196,000","197,500","193,500","194,500",▼,"-2,000","-1.02","919,482","179,020","0.40","140,950","-231,221","91,255","89,919","69,654","27.55"
2022/08/04,"198,000","198,500","194,500","196,500",▼,"-500","-0.25","622,111","121,954","0.40","60,333","-89,864","28,688","58,896","40,493","27.50"
2022/08/03,"197,000","198,000","196,000","197,000",▲,"500","+0.25","683,572","134,775","0.40","-127,853","-81,782","229,486","181,133","217,602","27.49"
2022/08/02,"196,500","197,000","193,500","196,500",▲,"500","+0.26","721,088","140,870","0.41","-61,310","-141,729","202,699","172,279","189,823","27.38"
2022/08/01,"196,000","198,000","195,000","196,000", ,"0","0","601,112","118,049","0.42","-36,929","-70,495","117,173","89,469","110,592","27.29"
2022/07/29,"196,000","197,000","194,000","196,000",▲,"1,000","+0.51","844,829","165,275","0.41","-123,659","-14,020","109,815","162,431","104,057","27.23"
2022/07/28,"198,000","198,000","194,000","195,000",▼,"-1,000","-0.51","757,504","147,792","0.42","2,522","-21,717","17,896","58,131","-54,637","27.18"
2022/07/27,"196,000","197,000","193,000","196,000", ,"0","0","608,998","118,451","0.42","-39,367","4,356","33,513","40,389","20,181","27.17"
2022/07/26,"196,000","196,500","192,500","196,000", ,"0","0","735,482","142,943","0.43","14,755","53,973","-71,665","-26,221","-46,809","27.16"
2022/07/25,"192,500","198,500","192,500","196,000",▲,"5,000","+2.62","1,352,264","265,515","0.43","-372,289","90,789","289,414","223,381","221,394","27.19"
2022/07/22,"191,000","193,000","188,000","191,000",▲,"2,000","+1.06","1,378,005","263,270","0.43","-231,149","-16,741","275,545","230,418","168,566","27.05"
2022/07/21,"189,000","193,500","185,500","189,000", ,"0","0","2,136,819","405,096","0.43","-66,584","31,423","30,663","24,701","83,291","26.93"
2022/07/20,"191,500","191,500","188,500","189,000",▲,"500","+0.27","985,986","187,542","0.43","131,575","-60,946","-70,228","-79,841","-106,162","26.91"
2022/07/19,"185,000","189,000","184,500","188,500",▲,"3,000","+1.62","868,892","163,030","0.42","-192,235","92,772","70,985","113,682","136,182","26.94"
2022/07/18,"187,000","188,500","183,500","185,500",▲,"2,000","+1.09","699,961","129,807","0.43","52,976","-1,594","-100,301","13,461","-114,895","26.91"
2022/07/15,"183,000","184,500","178,500","183,500",▲,"1,000","+0.55","768,143","139,615","0.41","-24,483","22,674","175,573","44,490","-2,383","26.96"
2022/07/14,"183,000","184,500","180,500","182,500",▼,"-1,000","-0.54","780,637","142,369","0.42","75,839","-128,373","52,635","66,513","49,401","26.88"
2022/07/13,"180,000","185,000","178,500","183,500",▲,"4,500","+2.51","941,277","172,566","0.42","-219,775","123,505","98,630","67,536","70,568","26.85"
2022/07/12,"180,000","181,500","177,000","179,000", ,"0","0","539,027","96,440","0.41","4,898","-21,420","17,601","14,903","16,034","26.80"
2022/07/11,"180,000","182,000","179,000","179,000",▲,"1,000","+0.56","660,814","119,200","0.42","-59,537","-3,979","61,614","93,824","68,665","26.80"
2022/07/08,"177,500","180,500","177,000","178,000",▲,"3,000","+1.71","824,702","147,130","0.43","-114,305","21,202","109,869","44,356","225,696","26.77"
2022/07/07,"175,000","177,000","172,500","175,000",▲,"2,500","+1.45","536,363","93,811","0.41","-63,713","60,013","-2,645","-13,371","26,465","26.72"
2022/07/06,"176,000","177,000","172,000","172,500",▼,"-5,000","-2.82","924,184","160,991","0.41","143,196","-142,099","-12,005","34,371","19,403","26.72"
2022/07/05,"180,000","181,000","173,500","177,500",▼,"-500","-0.28","1,097,504","193,694","0.42","44,087","46,049","21,296","-100,176","-65,271","26.72"
2022/07/04,"181,000","183,000","175,000","178,000",▼,"-2,000","-1.11","1,006,440","179,460","0.43","-81,481","-6,484","141,636","54,217","99,438","26.71"
