일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2023/03/27,"33,200","33,600","32,850","33,050",▼,"-150","-0.45","329,643","10,914","0","-1,048","-52,541","0","8,145","30,780","23.41"
2023/03/24,"33,600","33,600","33,000","33,200",▼,"-700","-2.06","359,607","11,936","0.43","97,801","-60,357","-33,393","-5,473","-45,999","23.41"
2023/03/23,"32,950","34,150","32,700","33,900",▲,"600","+1.80","548,858","18,551","0.40","-134,317","23,385","112,727","83,153","76,668","23.43"
2023/03/22,"34,000","34,300","33,250","33,300",▼,"-350","-1.04","430,246","14,475","0.39","105,652","-97,877","-3,850","18,701","-36,447","23.35"
2023/03/21,"33,500","33,950","33,450","33,650",▲,"500","+1.51","257,016","8,646","0.39","-6,109","-7,501","25,265","13,174","7,428","23.35"
2023/03/20,"33,850","34,150","33,150","33,150",▼,"-350","-1.04","280,850","9,430","0.39","47,951","11,663","-59,465","-13,151","-58,959","23.33"
2023/03/17,"33,150","33,700","33,050","33,500",▲,"700","+2.13","491,074","16,425","0.39","-26,599","23,460","4,681","54,986","-42,399","23.38"
2023/03/16,"32,750","33,250","32,500","32,800",▼,"-500","-1.50","545,940","17,918","0.40","54,142","-45,300","31","-13,923","32,132","23.37"
2023/03/15,"33,650","34,000","33,100","33,300",▲,"250","+0.76","448,865","15,069","0.41","14,715","23,469","-37,039","-25,793","-34,429","23.37"
2023/03/14,"34,000","34,000","33,000","33,050",▼,"-1,350","-3.92","519,228","17,250","0.40","87,312","-2,837","-77,046","-100,545","-111,102","23.40"
2023/03/13,"34,100","34,450","33,650","34,400",▲,"150","+0.44","328,609","11,197","0.41","-17,370","-12,846","39,939","29,059","40,160","23.46"
2023/03/10,"34,200","34,600","34,000","34,250",▼,"-450","-1.30","402,906","13,821","0.37","25,874","-23,014","-742","477","-10,788","23.43"
2023/03/09,"34,950","35,350","34,600","34,700",▼,"-100","-0.29","656,947","22,902","0.38","59,344","-110,534","42,943","47,251","73,697","23.43"
2023/03/08,"35,450","35,450","34,250","34,800",▼,"-900","-2.52","747,362","25,972","0.39","54,705","-219,210","167,046","38,273","180,371","23.40"
2023/03/07,"35,800","36,450","35,500","35,700",▼,"-100","-0.28","574,421","20,657","0.35","23,276","-68,073","58,615","-17,788","37,382","23.27"
2023/03/06,"37,450","37,650","35,700","35,800",▼,"-2,300","-6.04","1,150,926","41,492","0.35","425,080","-129,312","-309,196","-244,054","-352,299","23.23"
2023/03/03,"37,500","38,200","37,000","38,100",▲,"850","+2.28","943,506","35,651","0.37","-128,671","-40,148","174,436","182,879","21,351","23.46"
2023/03/02,"35,600","37,750","35,600","37,250",▲,"2,250","+6.43","1,101,069","40,884","0.35","-337,392","87,305","258,187","272,793","284,352","23.33"
2023/02/28,"36,100","36,400","35,000","35,000",▼,"-1,050","-2.91","618,376","21,871","0.34","123,727","-63,307","-59,861","-56,425","-59,238","23.13"
2023/02/27,"36,250","36,650","35,700","36,050",▼,"-400","-1.10","556,139","20,043","0.37","32,651","-69,223","54,534","59,332","32,306","23.18"
2023/02/24,"37,600","37,850","36,250","36,450",▼,"-1,300","-3.44","727,191","26,753","0.35","-17,416","-19,102","34,906","-2,490","6,756","23.14"
2023/02/23,"37,700","37,950","36,700","37,750",▼,"-50","-0.13","724,277","27,137","0.34","-41,083","-26,510","67,831","13,334","61,118","23.11"
2023/02/22,"37,800","38,300","37,550","37,800",▼,"-500","-1.31","926,352","35,120","0.37","-51,830","118,085","-73,219","120,483","74,212","23.06"
2023/02/21,"36,300","38,550","36,300","38,300",▲,"2,450","+6.83","2,958,697","111,949","0.36","-463,824","599,459","-126,041","490,002","512,792","23.12"
2023/02/20,"35,450","36,300","35,100","35,850",▲,"900","+2.58","1,088,669","38,824","0.36","-20,695","303,452","-284,738","78,858","1,650","23.21"
2023/02/17,"34,650","35,500","34,500","34,950",▲,"100","+0.29","716,064","25,149","0.36","23,718","16,328","-39,353","167,414","132,180","23.42"
2023/02/16,"34,850","34,900","34,250","34,850",▲,"300","+0.87","1,908,362","63,394","0.37","16,006","-1,427,859","1,415,483","91,534","82,340","23.45"
2023/02/15,"34,300","35,800","34,300","34,550",▲,"300","+0.88","839,464","29,311","0.39","-155,058","-48,841","198,207","207,682","146,889","22.39"
2023/02/14,"33,900","34,650","33,900","34,250",▲,"600","+1.78","429,095","14,720","0.38","-110,668","83,314","28,378","48,660","-29,916","22.24"
2023/02/13,"33,250","33,700","32,900","33,650",▲,"50","+0.15","355,149","11,829","0.38","20,580","-84,941","65,417","66,989","52,184","22.22"
2023/02/10,"33,350","33,800","33,150","33,600",▲,"50","+0.15","246,084","8,236","0.36","24,710","-64,205","53,760","44,954","36,353","22.17"
2023/02/09,"33,200","34,150","33,200","33,550",▲,"50","+0.15","473,366","15,959","0.38","46,912","-50,494","2,259","18,975","-33,206","22.13"
2023/02/08,"32,850","33,650","32,850","33,500",▲,"700","+2.13","384,634","12,852","0.36","-118,855","62,802","54,319","14,751","49,913","22.13"
2023/02/07,"33,500","33,650","32,750","32,800",▼,"-950","-2.81","525,189","17,358","0.36","263,483","-73,404","-192,421","-143,841","-111,230","22.09"
2023/02/06,"33,850","34,400","33,500","33,750",▼,"-250","-0.74","323,177","10,949","0.35","3,498","-34,874","24,669","20,829","25,936","22.24"
2023/02/03,"34,000","34,250","33,550","34,000",▼,"-50","-0.15","320,599","10,888","0.32","27,709","-61,506","33,562","25,372","19,700","22.22"
2023/02/02,"34,950","35,150","34,000","34,050",▼,"-700","-2.01","397,107","13,651","0.32","186,462","-90,677","-90,167","-42,703","-103,500","22.19"
2023/02/01,"34,400","34,800","34,200","34,750",▲,"550","+1.61","340,090","11,751","0.31","-23,970","-70,479","96,518","100,036","26,278","22.26"
2023/01/31,"35,000","35,100","34,100","34,200",▼,"-550","-1.58","516,022","17,832","0.31","-7,462","38,992","-33,983","-55,744","-26,648","22.19"
2023/01/30,"35,400","35,800","34,700","34,750",▼,"-950","-2.66","460,540","16,187","0.32","29,453","-27,830","-14,749","-3,509","-36,536","22.21"
2023/01/27,"35,400","35,900","35,250","35,700",▲,"250","+0.71","350,206","12,496","0.32","-112,445","59,273","50,566","74,434","41,028","22.22"
2023/01/26,"34,350","35,500","34,200","35,450",▲,"1,100","+3.20","331,833","11,648","0.31","-116,117","44,834","68,338","51,546","63,575","22.19"
2023/01/25,"34,950","35,500","34,300","34,350",▼,"-850","-2.41","239,157","8,298","0.31","29,851","-7,299","-45,781","2,676","-43,827","22.13"
2023/01/20,"34,400","35,300","34,050","35,200",▲,"900","+2.62","455,493","15,832","0.32","-83,896","154,287","-72,968","-29,305","-55,791","22.17"
2023/01/19,"33,800","34,450","33,750","34,300", ,"0","0","227,337","7,782","0.33","-1,981","-52,933","55,356","37,365","53,471","22.22"
2023/01/18,"34,500","34,650","33,800","34,300",▼,"-450","-1.29","381,109","13,032","0.33","-11,087","-8,822","8,672","-11,838","18,435","22.18"
2023/01/17,"34,750","35,500","34,550","34,750",▲,"50","+0.14","550,840","19,289","0.33","-119,716","123,402","-10,412","-20,611","-42,483","22.18"
2023/01/16,"34,600","35,100","34,250","34,700",▲,"200","+0.58","506,332","17,604","0.33","-85,635","172,360","-28,728","-51,380","-47,154","22.18"
2023/01/13,"33,150","34,700","33,150","34,500",▲,"1,800","+5.50","1,042,651","35,699","0.32","-452,926","318,634","229,336","139,767","251,853","22.20"
2023/01/12,"33,250","33,600","32,700","32,700",▼,"-550","-1.65","592,830","19,528","0.32","17,621","-262,031","189,944","94,742","92,621","22.03"
2023/01/11,"33,350","33,700","33,150","33,250",▼,"-100","-0.30","385,272","12,857","0.34","-27,635","-18,026","42,889","28,572","-43,398","21.89"
2023/01/10,"32,950","33,500","32,800","33,350",▲,"400","+1.21","453,893","15,098","0.34","-127,951","39,338","94,692","19,861","110,301","21.86"
2023/01/09,"32,600","33,250","32,450","32,950",▲,"600","+1.85","438,998","14,409","0.34","-133,414","115,329","33,790","9,961","27,116","21.79"
2023/01/06,"31,050","32,500","31,050","32,350",▲,"700","+2.21","502,754","16,024","0.36","-59,515","139,807","-76,371","-67,985","-13,463","21.76"
2023/01/05,"30,800","31,800","30,800","31,650",▲,"850","+2.76","429,073","13,446","0.38","-83,861","40,416","44,811","20,397","27,456","21.82"
2023/01/04,"29,950","31,000","29,950","30,800",▲,"500","+1.65","352,575","10,792","0.38","-72,620","49,715","26,792","-15,951","17,643","21.79"
2023/01/03,"30,200","30,600","28,750","30,300",▼,"-150","-0.49","641,808","19,032","0.39","69,148","43,200","-13,428","-52,585","-127,302","21.77"
2023/01/02,"30,600","30,700","30,100","30,450",▼,"-150","-0.49","255,154","7,743","0.39","11,921","10,024","-14,730","41,676","-14,506","21.78"
2022/12/29,"31,700","32,000","30,600","30,600",▼,"-1,450","-4.52","347,045","10,751","0.38","77,773","-116,868","-100,667","34,741","18,635","21.79"
2022/12/28,"32,000","32,100","31,500","32,050",▼,"-650","-1.99","368,033","11,728","0.39","-887","-25,006","25,085","10,299","42,822","21.86"
2022/12/27,"32,650","32,800","32,400","32,700",▲,"100","+0.31","308,163","10,051","0.40","-33,190","93,363","-60,044","-57,565","-36,309","21.84"
2022/12/26,"32,600","32,650","32,200","32,600",▲,"250","+0.77","246,286","7,999","0.40","-85,624","96,509","-8,125","-14,873","1,068","21.89"
2022/12/23,"32,350","32,600","32,100","32,350",▼,"-350","-1.07","256,226","8,291","0.41","-87,187","78,311","10,117","13,869","20,015","21.89"
2022/12/22,"31,950","32,800","31,700","32,700",▲,"1,000","+3.15","354,876","11,531","0.41","-95,029","90,880","2,403","7,953","-10,179","21.89"
2022/12/21,"32,100","32,400","31,550","31,700",▼,"-50","-0.16","320,717","10,214","0.41","-57,892","20,357","39,478","27,430","34,948","21.89"
2022/12/20,"31,750","32,000","31,400","31,750",▼,"-200","-0.63","304,824","9,659","0.41","-34,392","-43,030","77,808","51,011","46,473","21.86"
2022/12/19,"31,500","32,100","31,500","31,950",▲,"50","+0.16","204,243","6,513","0.40","-32,479","53,319","-37,226","6,475","-24,245","21.80"
2022/12/16,"32,200","32,700","31,750","31,900",▼,"-1,150","-3.48","420,685","13,495","0.41","91,995","-68,386","-30,058","3,862","-1,395","21.83"
2022/12/15,"33,050","33,200","32,700","33,050", ,"0","0","187,818","6,196","0.40","-18,055","-33,909","53,053","68,466","48,802","21.85"
2022/12/14,"33,150","33,400","32,700","33,050",▲,"200","+0.61","248,377","8,197","0.41","8,545","25,663","-34,222","2,379","-28,216","21.81"
2022/12/13,"32,700","33,300","32,550","32,850",▲,"500","+1.55","299,680","9,868","0.43","-95,480","137,978","-44,378","4,111","-33,567","21.83"
2022/12/12,"33,000","33,400","32,200","32,350",▼,"-750","-2.27","484,039","15,898","0.45","-16,206","69,082","-40,124","-63,317","-54,702","21.87"
2022/12/09,"31,650","33,100","31,500","33,100",▲,"1,500","+4.75","598,908","19,467","0.42","-156,831","245,477","-83,860","-55,736","61,027","21.90"
2022/12/08,"32,500","32,500","31,100","31,600",▼,"-850","-2.62","545,233","17,153","0.42","172,165","-48,267","-126,569","-31,204","-97,736","21.96"
2022/12/07,"32,450","32,650","31,850","32,450",▲,"150","+0.46","244,317","7,904","0.41","-4,350","-24,697","28,874","38,299","32,008","22.05"
2022/12/06,"33,250","33,500","32,250","32,300",▼,"-1,400","-4.15","318,067","10,386","0.41","129,396","-89,047","-44,421","-36,674","-58,360","22.03"
2022/12/05,"33,850","34,250","33,250","33,700",▼,"-50","-0.15","254,356","8,559","0.40","-7,914","19,572","-9,780","-3,442","-29,512","22.07"
2022/12/02,"34,200","34,400","33,650","33,750",▼,"-550","-1.60","286,120","9,717","0.40","9,008","7,419","-5,926","16,334","-8,113","22.07"
2022/12/01,"34,350","34,900","34,100","34,300",▲,"400","+1.18","421,499","14,491","0.40","-106,049","61,047","51,658","41,444","43,728","22.08"
2022/11/30,"33,350","33,900","32,950","33,900",▲,"350","+1.04","480,290","16,220","0.40","-80,291","26,972","55,590","109,092","57,277","22.04"
2022/11/29,"33,050","33,550","32,550","33,550",▲,"750","+2.29","281,371","9,347","0.41","-56,398","2,720","53,757","83,973","52,611","22.00"
2022/11/28,"33,300","33,300","32,250","32,800",▼,"-600","-1.80","332,210","10,884","0.40","14,990","-32,266","37,127","40,383","33,190","21.96"
2022/11/25,"33,400","33,750","33,150","33,400",▲,"300","+0.91","181,809","6,064","0.41","-38,259","9,315","18,107","12,918","36,257","21.93"
2022/11/24,"33,500","33,650","33,000","33,100",▼,"-300","-0.90","174,156","5,786","0.40","20,245","-31,383","3,068","4,689","13,081","21.92"
2022/11/23,"33,200","33,550","32,900","33,400",▲,"250","+0.75","287,277","9,563","0.41","-21,104","1,198","-6,652","13,377","26,660","21.91"
2022/11/22,"32,950","33,450","32,800","33,150",▲,"150","+0.45","265,408","8,800","0.41","-46,420","9,619","36,756","42,251","8,252","21.92"
2022/11/21,"32,600","33,200","32,450","33,000", ,"0","0","237,109","7,791","0.41","-42,194","20,767","633","19,636","19,983","21.89"
2022/11/18,"33,400","33,750","32,900","33,000",▼,"-350","-1.05","301,476","10,016","0.42","17,773","-15,845","-2,073","3,770","-27,605","21.89"
2022/11/17,"33,700","33,850","33,150","33,350",▼,"-400","-1.19","314,964","10,526","0.42","-20,287","-35,223","54,149","49,776","43,367","21.89"
2022/11/16,"33,850","33,900","32,450","33,750",▲,"50","+0.15","445,187","14,842","0.42","-44,876","14,679","39,754","73,074","28,066","21.85"
2022/11/15,"33,300","33,900","33,000","33,700",▲,"400","+1.20","433,177","14,533","0.45","-63,594","59,368","1,199","55,014","25,185","21.82"
2022/11/14,"32,250","33,900","31,950","33,300",▲,"1,450","+4.55","928,415","30,952","0.44","-375,388","233,528","145,533","121,014","170,218","21.82"
2022/11/11,"32,150","32,150","31,450","31,850",▲,"950","+3.07","534,631","17,008","0.45","-50,559","50,236","-24,160","9,006","104,156","21.71"
2022/11/10,"30,850","31,700","30,800","30,900",▼,"-450","-1.44","509,940","15,936","0.47","-33,485","-66,350","101,849","102,060","133,260","21.73"
2022/11/09,"31,200","31,700","31,050","31,350",▲,"600","+1.95","520,062","16,318","0.49","-69,165","-7,302","81,149","20,879","113,361","21.65"
2022/11/08,"30,750","31,150","30,500","30,750",▲,"100","+0.33","494,212","15,240","0.53","-130,359","64,286","85,088","66,770","89,836","21.59"
2022/11/07,"28,750","30,800","28,750","30,650",▲,"1,900","+6.61","1,119,381","33,683","0.53","-505,028","180,679","320,875","58,955","494,871","21.53"
2022/11/04,"28,850","29,150","28,400","28,750",▼,"-400","-1.37","435,375","12,499","0.53","123,057","-31,528","-90,952","-101,195","17,333","21.29"
2022/11/03,"28,800","29,400","28,650","29,150",▼,"-250","-0.85","361,888","10,535","0.55","5,419","-112,705","106,914","84,308","99,354","21.36"
2022/11/02,"28,850","29,550","28,650","29,400",▲,"450","+1.55","542,591","15,920","0.58","-189,952","-23,934","209,340","176,825","210,590","21.28"
2022/11/01,"28,250","29,050","28,050","28,950",▲,"850","+3.02","524,347","15,056","0.59","-227,742","36,032","193,683","124,324","195,328","21.12"
2022/10/31,"29,100","29,150","28,050","28,100",▼,"-650","-2.26","708,609","20,017","0.48","326,962","-123,056","-217,446","-212,724","-105,890","20.97"
2022/10/28,"30,200","30,450","28,550","28,750",▼,"-1,700","-5.58","1,222,537","35,466","0.51","715,375","-388,316","-323,489","-313,533","-260,886","21.14"
2022/10/27,"29,350","30,500","29,100","30,450",▲,"1,400","+4.82","413,095","12,407","0.50","-183,638","60,074","124,561","74,613","116,988","21.38"
2022/10/26,"29,600","29,650","28,900","29,050",▼,"-300","-1.02","309,754","9,066","0.49","22,658","-83,906","54,999","-2,815","69,531","21.29"
2022/10/25,"30,600","30,600","29,250","29,350",▼,"-1,250","-4.08","434,007","12,876","0.51","190,330","-104,324","-84,351","-78,167","-77,396","21.25"
2022/10/24,"30,450","30,950","30,250","30,600",▲,"750","+2.51","333,020","10,179","0.48","-116,694","94,148","23,148","26,384","85,866","21.31"
2022/10/21,"31,000","31,000","29,700","29,850",▼,"-1,250","-4.02","406,943","12,218","0.49","150,268","-73,006","-65,511","-41,430","-55,408","21.29"
2022/10/20,"30,550","31,150","30,450","31,100",▲,"350","+1.14","557,163","17,268","0.48","-77,723","-14,538","92,198","122,361","128,670","21.34"
2022/10/19,"31,200","31,450","30,600","30,750",▼,"-450","-1.44","275,843","8,550","0.49","47,206","-31,421","-4,040","3,217","-18,483","21.27"
2022/10/18,"30,950","31,200","30,300","31,200",▲,"650","+2.13","342,309","10,555","0.49","-27,249","-35,548","47,936","83,903","2,398","21.27"
2022/10/17,"30,200","30,750","29,800","30,550",▲,"50","+0.16","300,838","9,133","0.49","-13,563","-75,515","95,081","67,964","59,806","21.24"
2022/10/14,"30,350","30,950","30,200","30,500",▲,"550","+1.84","337,429","10,336","0.49","-44,451","-1,286","44,554","15,055","49,645","21.17"
2022/10/13,"30,500","30,900","29,950","29,950",▼,"-500","-1.64","393,902","11,907","0.50","-13,893","-76,477","92,917","56,569","102,908","21.13"
2022/10/12,"29,900","30,700","29,600","30,450",▲,"350","+1.16","407,600","12,336","0.52","-42,713","2,365","10,478","20,493","26,460","21.06"
2022/10/11,"29,300","30,150","29,250","30,100",▼,"-100","-0.33","413,148","12,295","0.53","-42,590","-78,685","121,204","104,322","99,150","21.06"
2022/10/07,"29,800","30,650","29,800","30,200",▼,"-100","-0.33","284,155","8,585","0.54","-1,219","1,223","-14,780","36,556","30,745","20.97"
2022/10/06,"29,650","30,350","29,550","30,300",▲,"1,000","+3.41","410,642","12,367","0.54","-41,689","4,264","19,664","52,782","47,190","20.98"
2022/10/05,"30,250","30,300","29,050","29,300",▼,"-300","-1.01","444,654","13,154","0.57","28,713","-3,448","-14,762","-11,297","-25,754","20.96"
2022/10/04,"28,200","30,100","28,200","29,600",▲,"1,500","+5.34","511,627","15,010","0.59","-134,428","58,793","77,262","43,057","69,054","20.97"
2022/09/30,"28,750","29,000","28,050","28,100",▼,"-850","-2.94","544,035","15,466","0.57","41,383","-13,363","-2,333","-43,172","-51,230","20.91"
2022/09/29,"29,600","30,100","28,900","28,950",▼,"-350","-1.19","454,945","13,416","0.59","69,251","-28,970","62,802","-9,137","-55,403","20.92"
2022/09/28,"29,450","30,200","28,750","29,300",▼,"-700","-2.33","754,536","22,079","0.59","-36,950","-68,342","76,433","144,906","97,886","20.87"
2022/09/27,"29,800","30,050","29,300","30,000",▲,"250","+0.84","511,699","15,185","0.61","7,940","-13,071","17,031","-12,141","-14,795","20.81"
2022/09/26,"30,950","31,300","29,600","29,750",▼,"-1,950","-6.15","739,125","22,344","0.64","-11,707","85,718","-75,924","-75,288","-58,874","20.80"
2022/09/23,"32,600","32,750","31,550","31,700",▼,"-900","-2.76","633,506","20,282","0.62","83,901","-107,641","-66,681","-40,306","9,530","20.86"
2022/09/22,"33,100","33,200","32,100","32,600",▼,"-1,000","-2.98","777,863","25,284","0.63","127,324","-133,124","37,041","22,315","6,019","20.91"
2022/09/21,"33,450","34,200","33,400","33,600",▼,"-400","-1.18","397,160","13,366","0.65","-4,051","-37,473","43,821","47,407","79,199","20.88"
2022/09/20,"33,550","34,400","33,550","34,000",▲,"550","+1.64","501,303","17,081","0.66","-122,713","144,401","-20,893","-25,251","-25,887","20.85"
2022/09/19,"34,450","34,500","33,300","33,450",▼,"-1,150","-3.32","682,166","23,058","0.62","-33,387","13,562","49,383","-2,924","18,155","20.86"
2022/09/16,"34,800","35,050","34,000","34,600",▼,"-150","-0.43","1,165,223","40,264","0.65","118,901","178,381","-393,776","-284,256","-289,439","20.82"
2022/09/15,"35,200","35,800","34,750","34,750",▼,"-400","-1.14","922,558","32,422","0.60","69,603","12,178","-136,384","-50,775","-92,840","21.12"
2022/09/14,"35,850","35,900","34,700","35,150",▼,"-1,450","-3.96","1,292,575","45,467","0.62","240,164","18,907","-355,129","-234,348","-370,598","21.22"
2022/09/13,"34,400","36,750","33,900","36,600",▲,"3,700","+11.25","2,743,525","98,003","0.63","-691,626","707,635","35,729","-39,422","70,023","21.49"
2022/09/08,"32,700","33,050","32,200","32,900",▲,"750","+2.33","790,975","25,926","0.65","-100,197","126,731","-73,864","-40,037","-14,007","21.46"
2022/09/07,"32,650","33,800","32,050","32,150",▼,"-50","-0.16","1,519,048","49,895","0.65","-45,733","58,114","-53,611","-28,589","-20,476","21.52"
2022/09/06,"32,550","32,850","32,050","32,200",▼,"-200","-0.62","342,003","11,083","0.70","84,135","-67,202","-11,049","-3,844","-11,373","21.56"
2022/09/05,"31,400","33,000","31,400","32,400",▲,"900","+2.86","493,126","15,960","0.67","-207,387","-9,528","212,568","168,141","211,311","21.56"
2022/09/02,"32,300","32,350","31,200","31,500",▼,"-750","-2.33","601,631","19,067","0.66","304,054","-259,575","94,424","-27,529","-50,702","21.41"
2022/09/01,"32,500","33,000","32,200","32,250",▼,"-650","-1.98","369,433","11,998","0.65","59,097","-93,362","29,609","32,298","-68,347","21.33"
2022/08/31,"32,700","33,150","32,300","32,900",▼,"-50","-0.15","337,085","11,060","0.67","35,218","-40,427","4,399","-18,911","36","21.31"
2022/08/30,"32,500","33,150","32,350","32,950",▲,"650","+2.01","257,104","8,454","0.68","-56,067","-14,903","1,295","60,948","66,173","21.31"
2022/08/29,"31,750","32,700","31,750","32,300",▼,"-750","-2.27","335,954","10,854","0.66","-47,689","3,678","44,524","54,247","61,909","21.31"
2022/08/26,"33,050","33,200","32,600","33,050",▲,"200","+0.61","424,234","13,956","0.66","41,155","1,527","-57,095","-26,182","-11,757","21.28"
2022/08/25,"32,400","32,850","32,350","32,850",▲,"550","+1.70","226,400","7,382","0.66","-14,954","-10,353","24,089","10,526","19,232","21.32"
2022/08/24,"32,200","32,500","31,900","32,300",▲,"50","+0.16","286,225","9,222","0.67","78,103","-50,194","-27,952","6,386","-8,181","21.30"
2022/08/23,"32,100","32,350","31,750","32,250",▼,"-200","-0.62","333,743","10,718","0.69","2,768","-1,635","-1,787","-5,875","-4,723","21.32"
2022/08/22,"32,550","32,650","31,850","32,450",▼,"-450","-1.37","436,757","14,074","0.67","25,295","-51,291","7,088","-12,943","33,449","21.32"
2022/08/19,"33,250","33,300","32,850","32,900",▼,"-350","-1.05","367,016","12,108","0.66","124,482","-56,993","-71,146","-22,261","-32,468","21.32"
2022/08/18,"33,700","33,700","33,050","33,250",▼,"-650","-1.92","390,976","13,020","0.67","117,302","-68,828","-56,329","-81,992","-31,344","21.37"
2022/08/17,"34,300","34,500","33,650","33,900",▼,"-150","-0.44","422,904","14,374","0.61","36,881","-30,457","-14,004","19,733","-16,576","21.41"
2022/08/16,"35,500","35,800","33,950","34,050",▼,"-1,050","-2.99","832,719","28,756","0.64","313,567","-263,538","-36,559","-3,190","-75,472","21.42"
2022/08/12,"34,400","35,200","34,350","35,100",▲,"500","+1.45","468,719","16,348","0.64","-97,751","72,040","25,637","35,024","-1,526","21.45"
2022/08/11,"34,400","34,700","34,000","34,600",▲,"600","+1.76","527,339","18,176","0.68","-80,584","72,661","4,375","-9,377","26,100","21.43"
2022/08/10,"33,650","34,200","33,300","34,000",▲,"300","+0.89","444,027","15,059","0.67","-100,939","-6,617","108,158","65,615","80,187","21.43"
2022/08/09,"33,750","34,500","33,450","33,700",▲,"200","+0.60","530,308","17,945","0.66","4,789","-58,824","70,630","-13,662","60,039","21.35"
2022/08/08,"33,300","33,500","33,000","33,500",▲,"150","+0.45","212,988","7,091","0.60","26,379","-31,680","-9,896","8,956","12,488","21.29"
2022/08/05,"32,950","33,650","32,950","33,350",▲,"450","+1.37","370,636","12,359","0.66","-39,993","703","20,723","-4,779","21,435","21.30"
2022/08/04,"33,150","33,300","32,750","32,900",▼,"-100","-0.30","294,969","9,714","0.62","83,422","-27,124","-60,233","-16,457","-49,781","21.29"
2022/08/03,"33,050","33,150","32,550","33,000",▼,"-150","-0.45","334,435","10,989","0.62","77,394","-64,588","-19,037","-38,760","-32,126","21.33"
2022/08/02,"33,950","34,100","33,000","33,150",▼,"-750","-2.21","355,586","11,852","0.58","133,822","-118,353","-71,226","-23,514","-24,836","21.35"
2022/08/01,"34,200","34,400","33,550","33,900",▼,"-200","-0.59","423,635","14,363","0.63","81,761","-19,096","-48,996","-49,206","-85,349","21.40"
2022/07/29,"33,450","34,100","33,350","34,100",▲,"750","+2.25","618,135","20,930","0.63","-123,438","37,113","76,253","82,717","87,225","21.44"
2022/07/28,"33,350","33,550","33,100","33,350",▲,"200","+0.60","391,688","13,044","0.60","37,165","-90,009","90,948","43,781","44,094","21.38"
2022/07/27,"33,700","33,800","32,700","33,150",▼,"-350","-1.04","575,118","18,996","0.56","262,370","-176,124","-92,530","-4,583","-103,016","21.31"
2022/07/26,"33,150","33,600","32,900","33,500",▲,"200","+0.60","362,632","12,043","0.57","101,974","-133,847","43,853","-47,969","7,384","21.38"
2022/07/25,"33,000","33,450","32,800","33,300",▲,"250","+0.76","318,762","10,570","0.57","-11,046","-43,750","-5,481","44,696","58,611","21.35"
2022/07/22,"33,300","33,650","32,900","33,050",▼,"-550","-1.64","407,449","13,515","0.59","139,019","-131,114","7,599","-5,541","1,349","21.35"
2022/07/21,"32,700","33,750","32,600","33,600",▲,"550","+1.66","342,075","11,388","0.60","-67,757","-42,034","84,961","108,249","51,567","21.34"
2022/07/20,"33,150","33,300","32,750","33,050",▲,"450","+1.38","415,165","13,720","0.61","-53,916","2,901","69,546","81,479","52,981","21.28"
2022/07/19,"32,000","32,750","31,900","32,600",▲,"500","+1.56","342,684","11,126","0.62","5,793","-28,880","-7,505","39,977","40,091","21.23"
2022/07/18,"31,700","32,150","31,350","32,100",▲,"700","+2.23","382,662","12,180","0.60","-9,513","-29,131","68,240","20,844","50,348","21.23"
2022/07/15,"31,900","32,000","30,650","31,400",▼,"-250","-0.79","344,704","10,758","0.59","62,376","-68,062","-106,818","-8,450","1,416","21.18"
2022/07/14,"31,450","31,850","31,200","31,650",▼,"-100","-0.31","320,461","10,111","0.58","57,883","-78,918","46,760","-385","-17,339","21.26"
2022/07/13,"31,300","32,250","31,100","31,750",▲,"750","+2.42","385,061","12,224","0.58","-63,736","-65,474","89,329","116,134","120,228","21.23"
2022/07/12,"31,950","32,100","30,700","31,000",▼,"-1,150","-3.58","540,649","16,818","0.57","148,864","-153,916","-60,614","1,263","-29,038","21.16"
2022/07/11,"32,850","33,050","32,050","32,150",▼,"-600","-1.83","288,354","9,354","0.58","56,896","-75,664","17,383","14,533","-44,342","21.21"
2022/07/08,"32,800","33,300","32,650","32,750",▲,"200","+0.61","359,003","11,837","0.59","-10,809","-7,512","35,919","-3,418","23,577","21.19"
2022/07/07,"32,900","33,050","32,400","32,550",▲,"50","+0.15","373,462","12,214","0.59","-27,637","-9,222","89,596","3,801","8,389","21.17"
2022/07/06,"33,000","33,450","32,350","32,500",▼,"-1,250","-3.70","438,113","14,414","0.61","33,617","-53,743","11,154","42,388","18,529","21.10"
2022/07/05,"32,750","33,800","32,300","33,750",▲,"1,450","+4.49","446,952","14,841","0.59","-116,064","-5,964","143,918","96,975","95,269","21.09"
2022/07/04,"33,200","33,500","31,900","32,300",▼,"-550","-1.67","593,315","19,225","0.60","93,862","-135,672","49,827","36,607","50,638","20.98"
2022/07/01,"32,500","33,650","32,450","32,850",▲,"750","+2.34","509,718","16,831","0.61","-71,836","9,431","77,902","34,247","64,624","20.95"
2022/06/30,"32,900","33,300","32,100","32,100",▼,"-600","-1.83","331,887","10,819","0.59","75,749","-71,307","-10,988","-20,915","-34,048","20.89"
2022/06/29,"32,750","33,150","32,500","32,700",▼,"-700","-2.10","319,552","10,454","0.56","59,854","-95,974","33,196","11,927","17,705","20.90"
